taxonkey,am_sid,spp
100058,w-msc-532505,calliostoma anderssoni
100058,w-msc-534197,calliostoma annulatum
100058,w-msc-532506,calliostoma argentum
100058,w-msc-532253,calliostoma aulicum
100058,w-msc-532283,calliostoma aurora
100058,w-msc-532507,calliostoma axelolssoni
100058,w-msc-160194,calliostoma bairdii
100058,w-msc-419405,calliostoma barbouri
100058,w-msc-419408,calliostoma brunneum
100058,w-msc-1214579,calliostoma caribbechinatum
100058,w-msc-419410,calliostoma circumcinctum
100058,w-msc-532512,calliostoma cnidophilum
100058,w-msc-532513,calliostoma consimile
100058,w-msc-532514,calliostoma coppingeri
100058,w-msc-419412,calliostoma dentatum
100058,w-msc-419414,calliostoma euglyptum
100058,w-msc-419415,calliostoma fascinans
100058,w-msc-532518,calliostoma fernandezi
100058,w-msc-532519,calliostoma gemmosum
100058,w-msc-532521,calliostoma hassler
100058,w-msc-532524,calliostoma indiana
100058,w-msc-467207,calliostoma iris
100058,w-msc-532525,calliostoma irisans
100058,w-msc-419417,calliostoma javanicum
100058,w-msc-419419,calliostoma jujubinum
100058,w-msc-580412,calliostoma ligatum
100058,w-msc-419420,calliostoma marionae
100058,w-msc-532529,calliostoma modestulum
100058,w-msc-532532,calliostoma nordenskjoldi
100058,w-msc-532534,calliostoma nudum
100058,w-msc-141765,calliostoma occidentale
100058,w-msc-419421,calliostoma oregon
100058,w-msc-419422,calliostoma orion
100058,w-msc-419423,calliostoma psyche
100058,w-msc-419424,calliostoma pulchrum
100058,w-msc-419425,calliostoma roseolum
100058,w-msc-532536,calliostoma rosewateri
100058,w-msc-532537,calliostoma rota
100058,w-msc-419426,calliostoma sapidum
100058,w-msc-419427,calliostoma sarcodum
100058,w-msc-419428,calliostoma sayanum
100058,w-msc-419429,calliostoma scalenum
100058,w-msc-419430,calliostoma schroederi
100058,w-msc-532539,calliostoma scurra
100058,w-msc-532540,calliostoma semisuave
100058,w-msc-532541,calliostoma serratulum
100058,w-msc-419431,calliostoma springeri
100058,w-msc-419432,calliostoma tampaense
100058,w-msc-419433,calliostoma torrei
100058,w-msc-419434,calliostoma yucatecanum
100058,w-msc-446284,calliotropis acherontis
100058,w-msc-419381,calliotropis actinophora
100058,w-msc-419382,calliotropis aeglees
100058,w-msc-419383,calliotropis calatha
100058,w-msc-446308,calliotropis eucheloides
100058,w-msc-532549,calliotropis globosa
100058,w-msc-160150,calliotropis infundibulum
100058,w-msc-419384,calliotropis lissocona
100058,slb-72253,calliotropis tiara
100058,w-msc-386126,callistochiton granifer
100058,w-msc-386137,callistochiton portobelensis
100058,w-msc-386142,callistochiton shuttleworthianus
100058,w-msc-534104,callistoctopus alpheus
100058,w-msc-534106,callistoctopus aspilosomatis
100058,w-msc-534129,callistoctopus dierythraeus
100058,w-msc-535744,callistoctopus graptus
100058,w-msc-535780,callistoctopus luteus
100058,w-msc-534558,callistoctopus macropus
100058,w-msc-535845,callistoctopus nocturnus
100058,w-msc-534728,callistoctopus ornatus
100058,slb-118177,callistocypraea aurantium
100058,w-msc-504428,calloarca cibotina
100058,w-msc-504422,calloarca nuttingi
100058,w-msc-385907,callochiton puniceus
100058,w-msc-140132,callochiton septemvalvis
100058,slb-70818,callpita eucymata
100058,w-msc-420785,callucina keenae
100058,slb-70376,callucina keenae
100058,w-msc-406355,calotrophon andrewsi
100058,w-msc-406356,calotrophon ostrearum
100058,w-msc-216901,calpurnus verrucosus
100058,w-msc-419701,calyptraea centralis
100058,w-msc-138961,calyptraea chinensis
100058,w-msc-703831,calyptraea edgariana
100058,w-msc-580654,calyptraea fastigiata
100058,w-msc-703832,calyptraea pellucida
100058,w-msc-532157,canarium erythrinum
100058,slb-93080,canarium labiatum
100058,slb-98866,canarium microurceus
100058,w-msc-531880,canarium mutabile
100058,slb-93116,canarium mutabile
100058,slb-98864,canarium scalariforme
100058,slb-93087,canarium urceus
100058,w-msc-532189,canarium wilsonorum
100058,w-msc-515780,cancellaria petuchi
100058,w-msc-515781,cancellaria reticulata
100058,slb-72183,cantharidoscops frigidus
100058,w-msc-596456,cantharidus marmoreus
100058,w-msc-490887,cantharus spiralis
100058,w-msc-512325,cantrainea inexpectata
100058,w-msc-419463,cantrainea macleani
100058,w-msc-532553,capulus compressus
100058,w-msc-532554,capulus ungaricoides
100058,w-msc-138984,capulus ungaricus
100058,w-msc-225068,cardiapoda placenta
100058,w-msc-225631,cardiocardita ajar
100058,w-msc-504842,cardiocardita tankervillii
100058,w-msc-464109,cardiolucina semperiana
100058,w-msc-207679,cardita crassicosta
100058,w-msc-504852,cardita distorta
100058,w-msc-504847,cardita leana
100058,w-msc-207678,cardita variegata
100058,w-msc-504859,carditamera plata
100058,w-msc-504960,carditella naviformis
100058,w-msc-504868,cardites bicolor
100058,slb-70155,cardites floridanus
100058,w-msc-420837,carditopsis smithii
100058,w-msc-224543,cardium costatum
100058,w-msc-141429,carenzia carinata
100058,slb-72045,carenzia trispinosa
100058,w-msc-393706,caribachlamys mildredae
100058,w-msc-393707,caribachlamys ornata
100058,w-msc-393708,caribachlamys pellucens
100058,slb-69367,caribachlamys pellucens
100058,w-msc-393711,caribachlamys sentis
100058,slb-177365,caribedaphne chrysoleuca
100058,w-msc-217093,carinapex minutissima
100058,w-msc-574937,carinaria japonica
100058,w-msc-416623,carinaria lamarckii
100058,w-msc-433195,carinodrillia braziliensis
100058,slb-100748,carinomitra typha
100058,slb-77408,cariopsilla pharpa
100058,slb-94031,carminodoris nodulosa
100058,slb-71743,carolesia blakei
100058,slb-77547,carronella pellucida
100058,w-msc-420976,caryocorbula chittyana
100058,w-msc-420977,caryocorbula contracta
100058,slb-113240,caryocorbula swiftiana
100058,w-msc-419776,casmaria atlantica
100058,w-msc-211107,casmaria erinaceus
100058,w-msc-211108,casmaria ponderosa
100058,w-msc-215283,cassidula labrella
100058,w-msc-549377,cassidula nucleus
100058,w-msc-208963,cassis cornuta
100058,w-msc-419777,cassis flammea
100058,w-msc-419778,cassis madagascariensis
100058,w-msc-224273,cassis tessellata
100058,w-msc-224977,cassis tuberosa
100058,w-msc-391779,catillopecten murrayi
100058,w-msc-390755,catillopecten tasmani
100058,slb-119444,catillopecten vulcani
100058,slb-108999,catriona gymnota
100058,w-msc-141612,catriona maua
100058,w-msc-420786,cavilinga blanda
100058,w-msc-139028,cavolinia gibbosa
100058,w-msc-139029,cavolinia inflexa
100058,w-msc-139030,cavolinia tridentata
100058,w-msc-139031,cavolinia uncinata
100058,w-msc-579389,caymanabyssia sinespina
100058,w-msc-325446,cellana craticulata
100058,w-msc-325450,cellana grata
100058,w-msc-325451,cellana karachiensis
100058,w-msc-207651,cellana radiata
100058,w-msc-707486,cellana rota
100058,w-msc-456654,cellana taitensis
100058,w-msc-325464,cellana testudinaria
100058,w-msc-325466,cellana toreuma
100058,w-msc-419557,cenchritis muricatus
100058,slb-93045,ceraesignum maximum
100058,w-msc-138998,cerastoderma edule
100058,w-msc-138999,cerastoderma glaucum
100058,w-msc-420610,ceratophyllidia papilligera
100058,slb-93966,ceratosoma amoenum
100058,w-msc-533901,ceratosoma brevicaudatum
100058,w-msc-212891,ceratosoma trilobatum
100058,w-msc-240767,ceratostoma foliatum
100058,w-msc-386149,ceratozona squalida
100058,w-msc-534051,cerberilla incola
100058,w-msc-420629,cerberilla tanna
100058,w-msc-420290,cerodrillia carminura
100058,w-msc-420291,cerodrillia clappi
100058,w-msc-420292,cerodrillia girardi
100058,w-msc-420293,cerodrillia perryae
100058,w-msc-420296,cerodrillia thea
100058,w-msc-367969,chaceia ovoidea
100058,w-msc-545005,chaetoderma araucanae
100058,w-msc-545006,chaetoderma argenteum
100058,slb-94432,chaetoderma argenteum
100058,w-msc-159929,chaetoderma canadense
100058,w-msc-545016,chaetoderma eruditum
100058,w-msc-545018,chaetoderma hancocki
100058,w-msc-545029,chaetoderma majusculum
100058,w-msc-545037,chaetoderma nanulum
100058,w-msc-139106,chaetoderma nitidulum
100058,w-msc-545044,chaetoderma pacificum
100058,w-msc-146791,chaetoderma productum
100058,w-msc-545051,chaetoderma scabrum
100058,w-msc-848051,chaetopleura apiculata
100058,w-msc-386757,chaetopleura gemma
100058,w-msc-848066,chaetopleura papilio
100058,w-msc-848069,chaetopleura peruviana
100058,w-msc-386755,chaetopleura staphylophera
100058,w-msc-141101,charonia lampas
100058,slb-89807,charonia lampas
100058,w-msc-141102,charonia tritonis
100058,w-msc-181006,charonia variegata
100058,w-msc-213149,chelidonura amoena
100058,w-msc-213150,chelidonura electra
100058,w-msc-420528,chelidonura hirundinina
100058,w-msc-599341,chelidonura livida
100058,w-msc-530893,chelycypraea testudinaria
100058,slb-98953,chelycypraea testudinaria
100058,slb-94666,chevroderma turnerae
100058,slb-117170,chicomurex laciniatus
100058,w-msc-405857,chicomurex superbus
100058,w-msc-558799,chicoreus aculeatus
100058,w-msc-558782,chicoreus asianus
100058,w-msc-558800,chicoreus axicornis
100058,w-msc-208132,chicoreus banksii
100058,w-msc-558803,chicoreus brevifrons
100058,w-msc-208143,chicoreus brunneus
100058,w-msc-558798,chicoreus capucinus
100058,slb-74707,chicoreus florifer
100058,w-msc-558810,chicoreus florifer
100058,w-msc-406034,chicoreus mergus
100058,w-msc-208131,chicoreus microphyllus
100058,slb-117158,chicoreus miyokoae
100058,w-msc-406037,chicoreus nobilis
100058,w-msc-208134,chicoreus palmarosae
100058,w-msc-558787,chicoreus ramosus
100058,w-msc-558816,chicoreus rossiteri
100058,w-msc-558821,chicoreus spectrum
100058,w-msc-558822,chicoreus strigatus
100058,w-msc-558823,chicoreus territus
100058,w-msc-208137,chicoreus torrefactus
100058,w-msc-507499,chione californiensis
100058,w-msc-420932,chione elevata
100058,w-msc-420933,chione mazyckii
100058,slb-70914,chioneryx grus
100058,slb-70916,chioneryx pygmaea
100058,slb-70906,chionopsis crenata
100058,slb-113289,chionopsis intapurpurea
100058,w-msc-341799,chiroteuthis joubini
100058,w-msc-394999,chiroteuthis mega
100058,slb-71422,chiroteuthis veranii
100058,w-msc-386265,chiton barnesii
100058,w-msc-386774,chiton cumingsii
100058,slb-186990,chiton granosus
100058,w-msc-386779,chiton magnificus
100058,w-msc-386771,chiton magnificus
100058,w-msc-386780,chiton marmoratus
100058,w-msc-848071,chiton squamosus
100058,w-msc-152651,chiton tuberculatus
100058,w-msc-386788,chiton viridis
100058,w-msc-605457,chlamydella favus
100058,w-msc-391825,chlamys behringiana
100058,slb-69390,chlamys behringiana
100058,w-msc-367964,chlamys hastata
100058,w-msc-140692,chlamys islandica
100058,w-msc-254460,chlamys rubida
100058,w-msc-197105,chlanidota densesculpta
100058,w-msc-197106,chlanidota invenusta
100058,w-msc-197111,chlanidota signeyana
100058,w-msc-386532,choneplax lata
100058,w-msc-506001,choromytilus chorus
100058,w-msc-224609,choromytilus meridionalis
100058,w-msc-506000,choromytilus palliopunctatus
100058,w-msc-404545,chorus giganteus
100058,w-msc-209584,chromodoris africana
100058,w-msc-533904,chromodoris alternata
100058,w-msc-533906,chromodoris ambigua
100058,w-msc-558229,chromodoris annae
100058,w-msc-558301,chromodoris colemani
100058,w-msc-209587,chromodoris hamiltoni
100058,w-msc-558237,chromodoris kuiteri
100058,w-msc-558218,chromodoris lineolata
100058,w-msc-558198,chromodoris lochi
100058,w-msc-457497,chromodoris michaeli
100058,w-msc-560061,chromodoris reticulata
100058,slb-77353,chromolaichma dalli
100058,slb-77370,chromolaichma sedna
100058,w-msc-509543,chryseofusus chrysodomoides
100058,w-msc-547321,chrysostoma paradoxum
100058,w-msc-181377,chtenopteryx sicula
100058,w-msc-599362,ciclopecten fluctuatus
100058,slb-70118,ciliatocardium ciliatum
100058,w-msc-139000,ciliatocardium ciliatum
100058,slb-177459,cinctura hunteria
100058,slb-74541,cinctura lilium
100058,w-msc-507522,circe intermedia
100058,w-msc-507519,circe rugifera
100058,w-msc-216564,circe scripta
100058,w-msc-181359,circenita callipyga
100058,w-msc-160203,circulus liratus
100058,w-msc-342212,cirroteuthis muelleri
100058,w-msc-410348,cirrothauma magna
100058,w-msc-139174,cirrothauma murrayi
100058,w-msc-220324,cistopus indicus
100058,w-msc-457653,cistopus taiwanicus
100058,w-msc-419449,cittarium pica
100058,w-msc-547250,clanculus bronni
100058,w-msc-211267,clanculus clanguloides
100058,w-msc-547247,clanculus denticulatus
100058,w-msc-211262,clanculus margaritarius
100058,slb-117366,clanculus persicus
100058,w-msc-211270,clanculus pharaonius
100058,slb-98707,clanculus samoensis
100058,w-msc-594180,clanculus stigmatarius
100058,w-msc-211264,clanculus tonnerrei
100058,slb-74851,claremontiella nodulosa
100058,slb-129357,clathrodrillia flavidula
100058,w-msc-433222,clathrodrillia flavidula
100058,w-msc-433223,clathrodrillia gibbosa
100058,slb-74995,clathrodrillia solida
100058,slb-74520,clathrodrillia wolfei
100058,slb-70398,clathrolucina costata
100058,slb-94696,claviderma gladiatum
100058,w-msc-433269,clavosurcula schepmani
100058,w-msc-433274,clavus bilineatus
100058,w-msc-433276,clavus canalicularis
100058,w-msc-217096,clavus exasperatus
100058,w-msc-433291,clavus lamberti
100058,w-msc-433296,clavus pica
100058,w-msc-433302,clavus unizonalis
100058,w-msc-381980,clinocardium nuttallii
100058,w-msc-139032,clio cuspidata
100058,w-msc-420556,clio polita
100058,slb-177489,clio pyramidata
100058,w-msc-139033,clio pyramidata
100058,w-msc-160204,clio recurva
100058,w-msc-139178,clione limacina
100058,w-msc-139185,cliopsis krohnii
100058,w-msc-493991,clivipollia fragaria
100058,slb-118820,clivipollia incarnata
100058,slb-100501,clivipollia pulchra
100058,w-msc-449948,clypeosectus curvus
100058,w-msc-449949,clypeosectus delectus
100058,w-msc-532639,coccocrater portoricensis
100058,slb-80328,coccodentalium carduus
100058,w-msc-344486,coccodentalium gemmiparum
100058,w-msc-456573,coccopigya punctoradiata
100058,w-msc-139187,coccopigya spinigera
100058,w-msc-532642,cocculina emsoni
100058,w-msc-413444,cocculina messingi
100058,w-msc-532643,cocculina rathbuni
100058,w-msc-420260,cochlespira elegans
100058,w-msc-433320,cochlespira elongata
100058,w-msc-433322,cochlespira pulchella
100058,w-msc-420261,cochlespira radiata
100058,w-msc-419654,cochliolepis parasitica
100058,w-msc-419655,cochliolepis striata
100058,slb-92331,cochlis vittata
100058,w-msc-215840,codakia interrupta
100058,w-msc-420787,codakia orbicularis
100058,w-msc-215841,codakia paytenorum
100058,w-msc-215837,codakia punctata
100058,w-msc-215835,codakia tigerina
100058,w-msc-505798,coecella chinensis
100058,slb-129226,coecella horsfieldii
100058,slb-77661,colga pacifica
100058,slb-77662,colga ramosa
100058,w-msc-509679,colpodaspis thompsoni
100058,w-msc-527522,colubraria muricata
100058,w-msc-208638,colubraria nitidula
100058,slb-158054,colubraria tenera
100058,w-msc-208639,colubraria testacea
100058,w-msc-527519,colubraria tortuosa
100058,w-msc-476449,colubrellina condita
100058,w-msc-208599,columbella mercatoria
100058,w-msc-419988,columbella rusticoides
100058,w-msc-138899,colus gracilis
100058,w-msc-138900,colus holboelli
100058,w-msc-138902,colus islandicus
100058,w-msc-160212,colus pubescens
100058,w-msc-160214,colus pygmaeus
100058,w-msc-138906,colus sabini
100058,w-msc-433368,comitas saldanhae
100058,w-msc-391020,complicachlamys wardiana
100058,w-msc-344582,compressidens comprimatum
100058,w-msc-344583,compressidens infimus
100058,w-msc-344584,compressidens kikuchii
100058,w-msc-344585,compressidens ophiodon
100058,w-msc-344586,compressidens platyceras
100058,slb-96334,compressidens pressus
100058,w-msc-344589,compressidens wellsiana
100058,w-msc-344493,compressidentalium ceciliae
100058,w-msc-344494,compressidentalium clathratum
100058,w-msc-344495,compressidentalium compressiusculum
100058,w-msc-344496,compressidentalium hungerfordi
100058,w-msc-344498,compressidentalium sedecimcostatum
100058,w-msc-344499,compressidentalium sibogae
100058,w-msc-344500,compressidentalium subcurvatum
100058,w-msc-344502,compressidentalium zanzibarense
100058,w-msc-420400,compsodrillia acestra
100058,w-msc-420401,compsodrillia canna
100058,w-msc-420403,compsodrillia eucosmia
100058,w-msc-420404,compsodrillia haliostrephis
100058,w-msc-420406,compsodrillia tristicha
100058,w-msc-507527,compsomyax subdiaphana
100058,slb-103761,conasprella aculeiformis
100058,slb-103765,conasprella alisi
100058,slb-103770,conasprella aphrodite
100058,slb-73969,conasprella armiger
100058,slb-103773,conasprella articulata
100058,slb-103782,conasprella baileyi
100058,slb-103789,conasprella boholensis
100058,slb-103793,conasprella boucheti
100058,slb-100934,conasprella centurio
100058,slb-73987,conasprella delessertii
100058,slb-189753,conasprella dictator
100058,slb-168725,conasprella eugrammata
100058,slb-184326,conasprella howelli
100058,w-msc-836687,conasprella jaspidea
100058,slb-100634,conasprella kimioi
100058,slb-74005,conasprella mazei
100058,slb-74006,conasprella mcgintyi
100058,slb-74008,conasprella mindana
100058,slb-129356,conasprella orbignyi
100058,slb-178961,conasprella puncticulata
100058,w-msc-835321,conasprella roberti
100058,slb-169179,conasprella saecularis
100058,slb-74028,conasprella stearnsii
100058,slb-189888,conasprella tirardi
100058,slb-169330,conasprella viminea
100058,w-msc-399122,conchatalos lacrima
100058,w-msc-399125,conchatalos tirardi
100058,w-msc-399124,conchatalos vaubani
100058,w-msc-420805,conchocele bisecta
100058,w-msc-395353,concholepas concholepas
100058,w-msc-504993,condylocardia crassicosta
100058,slb-100735,condylomitra tuberosa
100058,w-msc-419990,conella ovulata
100058,w-msc-419991,conella ovuloides
100058,w-msc-564728,conomurex decorus
100058,w-msc-564729,conomurex fasciatus
100058,slb-93085,conomurex luhuanus
100058,slb-170889,conomurex persicus
100058,slb-117066,contradusta walkeri
100058,w-msc-215431,conus achatinus
100058,w-msc-215510,conus acutangulus
100058,w-msc-426289,conus adamsonii
100058,w-msc-215531,conus amadis
100058,w-msc-426315,conus ammiralis
100058,w-msc-420199,conus amphiurgus
100058,w-msc-420200,conus anabathrum
100058,w-msc-426318,conus andamanensis
100058,w-msc-467677,conus andremenezi
100058,w-msc-420201,conus arangoi
100058,w-msc-426359,conus archon
100058,w-msc-426361,conus ardisiaceus
100058,w-msc-215482,conus arenatus
100058,w-msc-428976,conus armadillo
100058,w-msc-420203,conus attenuatus
100058,w-msc-428935,conus augur
100058,w-msc-215471,conus aulicus
100058,w-msc-426366,conus aurantius
100058,w-msc-426369,conus aureus
100058,w-msc-215484,conus auricomus
100058,w-msc-426372,conus aurisiacus
100058,w-msc-215490,conus balteatus
100058,w-msc-215557,conus bandanus
100058,w-msc-215465,conus bengalensis
100058,w-msc-215517,conus betulinus
100058,w-msc-428940,conus biliosus
100058,w-msc-426405,conus boeticus
100058,w-msc-429343,conus brunneobandatus
100058,w-msc-426424,conus brunneus
100058,w-msc-428980,conus bruuni
100058,w-msc-215495,conus bullatus
100058,w-msc-420206,conus cancellatus
100058,w-msc-215546,conus canonicus
100058,w-msc-426441,conus capitanellus
100058,w-msc-215525,conus capitaneus
100058,w-msc-426443,conus caracteristicus
100058,w-msc-426444,conus cardinalis
100058,w-msc-215441,conus catus
100058,w-msc-430327,conus cedonulli
100058,w-msc-426448,conus ceruttii
100058,w-msc-426449,conus cervus
100058,w-msc-430457,conus chaldaeus
100058,slb-103803,conus chiangi
100058,w-msc-426452,conus cinereus
100058,slb-100648,conus circumactus
100058,w-msc-426455,conus circumcisus
100058,w-msc-215433,conus coccineus
100058,w-msc-215437,conus coelinae
100058,w-msc-426459,conus coffeae
100058,w-msc-426462,conus consors
100058,w-msc-215446,conus coronatus
100058,w-msc-426467,conus crocatus
100058,w-msc-426469,conus cuvieri
100058,w-msc-215474,conus cylindraceus
100058,w-msc-420208,conus daucus
100058,w-msc-215530,conus distans
100058,w-msc-430468,conus dusaveli
100058,w-msc-215436,conus ebraeus
100058,w-msc-215559,conus eburneus
100058,w-msc-428985,conus eldredi
100058,w-msc-215514,conus emaciatus
100058,w-msc-426487,conus encaustus
100058,w-msc-215455,conus episcopatus
100058,w-msc-215538,conus ermineus
100058,w-msc-426492,conus excelsus
100058,w-msc-426493,conus exiguus
100058,w-msc-426494,conus eximius
100058,w-msc-426496,conus fergusoni
100058,w-msc-426497,conus ferrugineus
100058,w-msc-215469,conus figulinus
100058,w-msc-426500,conus flammeacolor
100058,w-msc-420210,conus flavescens
100058,w-msc-215518,conus flavidus
100058,w-msc-426504,conus floridulus
100058,w-msc-215561,conus frigidus
100058,w-msc-428133,conus garciai
100058,w-msc-215520,conus generalis
100058,w-msc-215499,conus geographus
100058,w-msc-428134,conus gladiator
100058,w-msc-215567,conus glans
100058,w-msc-420211,conus granulatus
100058,w-msc-428144,conus granum
100058,w-msc-428148,conus harlandi
100058,w-msc-430175,conus hirasei
100058,w-msc-215501,conus imperialis
100058,w-msc-428167,conus julieandreae
100058,w-msc-428168,conus kalafuti
100058,w-msc-429066,conus kinoshitai
100058,w-msc-428173,conus kulkulcan
100058,w-msc-428174,conus lamberti
100058,w-msc-215438,conus legatus
100058,w-msc-215464,conus leopardus
100058,w-msc-428182,conus lienardi
100058,w-msc-428185,conus lischkeanus
100058,w-msc-215430,conus litoglyphus
100058,w-msc-215522,conus litteratus
100058,w-msc-215541,conus lividus
100058,w-msc-428195,conus luteus
100058,w-msc-215551,conus magnificus
100058,w-msc-215429,conus magus
100058,w-msc-428202,conus marchionatus
100058,w-msc-215457,conus marmoreus
100058,slb-100616,conus martensi
100058,w-msc-389713,conus mcbridei
100058,slb-178962,conus melvilli
100058,w-msc-215479,conus miles
100058,w-msc-428207,conus milesi
100058,w-msc-215533,conus miliaris
100058,w-msc-215532,conus milneedwardsi
100058,w-msc-467678,conus miniexcelsus
100058,w-msc-215467,conus mitratus
100058,w-msc-215487,conus moluccensis
100058,w-msc-215542,conus monachus
100058,w-msc-428212,conus monile
100058,w-msc-215428,conus moreleti
100058,w-msc-428213,conus muriculatus
100058,w-msc-420216,conus mus
100058,w-msc-215435,conus musicus
100058,w-msc-215445,conus mustelinus
100058,w-msc-215452,conus nanus
100058,w-msc-428947,conus nielsenae
100058,w-msc-215555,conus nucleus
100058,w-msc-215434,conus nussatella
100058,w-msc-215476,conus obscurus
100058,w-msc-215498,conus omaria
100058,w-msc-428233,conus parius
100058,w-msc-420217,conus patae
100058,w-msc-215500,conus pennaceus
100058,w-msc-215454,conus pertusus
100058,w-msc-215475,conus planorbis
100058,w-msc-428244,conus poormani
100058,w-msc-428247,conus praecellens
100058,w-msc-215492,conus pulicarius
100058,w-msc-428255,conus purpurascens
100058,w-msc-215439,conus quercinus
100058,w-msc-428259,conus radiatus
100058,w-msc-215458,conus rattus
100058,w-msc-420220,conus regius
100058,w-msc-215537,conus retifer
100058,w-msc-420221,conus riosi
100058,w-msc-428347,conus salzmanni
100058,w-msc-215478,conus sanguinolentus
100058,w-msc-428995,conus sculletti
100058,w-msc-420222,conus sennottorum
100058,w-msc-215432,conus spectrum
100058,w-msc-215451,conus sponsalis
100058,w-msc-420223,conus spurius
100058,w-msc-428363,conus stercusmuscarum
100058,w-msc-420225,conus stimpsoni
100058,w-msc-215543,conus striatellus
100058,w-msc-215466,conus striatus
100058,w-msc-215483,conus sugillatus
100058,w-msc-428372,conus sulcatus
100058,w-msc-428373,conus sulcocastaneus
100058,w-msc-428375,conus suratensis
100058,w-msc-428376,conus suturatus
100058,w-msc-428377,conus swainsoni
100058,w-msc-215488,conus tenuistriatus
100058,w-msc-215550,conus terebra
100058,w-msc-215519,conus tessulatus
100058,w-msc-215529,conus textile
100058,w-msc-428387,conus thomae
100058,w-msc-215503,conus tulipa
100058,w-msc-215511,conus varius
100058,w-msc-580226,conus vautieri
100058,w-msc-215516,conus vexillum
100058,w-msc-429012,conus vicweei
100058,w-msc-428349,conus villepinii
100058,w-msc-420226,conus villepinii
100058,w-msc-428404,conus viola
100058,w-msc-215569,conus virgo
100058,w-msc-429011,conus visagenus
100058,w-msc-215444,conus vitulinus
100058,w-msc-428408,conus voluminalis
100058,w-msc-430441,conus wallangra
100058,w-msc-428410,conus wittigi
100058,w-msc-567139,conus zandbergeni
100058,w-msc-428415,conus zapatosensis
100058,w-msc-215502,conus zeylanicus
100058,w-msc-598173,copulabyssia gradata
100058,w-msc-391040,coralichlamys madreporarum
100058,slb-128807,coralichlamys madreporarum
100058,w-msc-208484,coralliophaga coralliophaga
100058,w-msc-419932,coralliophila aberrans
100058,w-msc-549921,coralliophila abnormis
100058,w-msc-234155,coralliophila aedonia
100058,w-msc-549927,coralliophila amirantium
100058,w-msc-549861,coralliophila bulbiformis
100058,w-msc-419933,coralliophila caribaea
100058,w-msc-208121,coralliophila clathrata
100058,w-msc-208124,coralliophila costularis
100058,w-msc-208126,coralliophila erosa
100058,w-msc-419934,coralliophila galea
100058,w-msc-549862,coralliophila latilirata
100058,w-msc-549950,coralliophila mitraeforma
100058,w-msc-549942,coralliophila monodonta
100058,w-msc-208127,coralliophila radula
100058,w-msc-139401,coralliophila richardi
100058,w-msc-419936,coralliophila scalariformis
100058,w-msc-549943,coralliophila sertata
100058,w-msc-549949,coralliophila solutistoma
100058,w-msc-208123,coralliophila squamosissima
100058,w-msc-388510,coralliophila suduirauti
100058,w-msc-208125,coralliophila violacea
100058,slb-117265,coralliophila violacea
100058,w-msc-535658,corambe lucea
100058,w-msc-139407,corambe obscura
100058,slb-88669,corbicula japonica
100058,w-msc-420978,corbula dietziana
100058,w-msc-420979,corbula dietziana
100058,slb-68924,corbula operculata
100058,w-msc-505845,corbula patagonica
100058,w-msc-505836,corbula sinensis
100058,w-msc-505857,corbula sulculosa
100058,w-msc-505867,corbula taitensis
100058,slb-120087,corculum cardissa
100058,w-msc-729699,corculum impressum
100058,w-msc-729700,corculum monstrosum
100058,w-msc-729701,corculum roseum
100058,w-msc-433399,cordieria rouaultii
100058,w-msc-139233,corinnaeturris leucomata
100058,w-msc-504893,coripia jozinae
100058,slb-71920,cornisepta acuminata
100058,w-msc-420559,corolla ovata
100058,slb-180120,coronium acanthodes
100058,w-msc-399129,coronium coronatum
100058,slb-77553,coryphella verrucosa
100058,slb-104247,coryphella verta
100058,slb-108934,coryphellina poenicia
100058,slb-94131,coryphellina rubrolineata
100058,w-msc-504675,cosa costata
100058,w-msc-511687,cosmioconcha helenae
100058,w-msc-419992,cosmioconcha nitens
100058,w-msc-389908,cosmioconcha rikae
100058,w-msc-532666,costaclis egregia
100058,w-msc-344557,costentalina elegans
100058,w-msc-344558,costentalina indica
100058,w-msc-344560,costentalina pacifica
100058,w-msc-344561,costentalina tuscarorae
100058,w-msc-160222,costoanachis avara
100058,slb-73850,costoanachis catenata
100058,w-msc-419993,costoanachis floridana
100058,slb-73805,costoanachis floridana
100058,slb-73808,costoanachis hotessieriana
100058,w-msc-419995,costoanachis scutulata
100058,w-msc-419996,costoanachis semiplicata
100058,w-msc-532668,costoanachis sertulariarum
100058,w-msc-419997,costoanachis similis
100058,w-msc-419998,costoanachis sparsa
100058,slb-73824,costoanachis translirata
100058,w-msc-181386,cranchia scabra
100058,w-msc-240774,crassadoma gigantea
100058,w-msc-746844,crassicantharus noumeensis
100058,w-msc-254463,crassicardia crassidens
100058,w-msc-246815,crassicardia crebricostata
100058,w-msc-420842,crassinella dupliniana
100058,w-msc-420843,crassinella lunulata
100058,w-msc-420844,crassinella martinicensis
100058,w-msc-432643,crassispira affinis
100058,w-msc-432640,crassispira apicata
100058,slb-176922,crassispira chazaliei
100058,w-msc-420267,crassispira cubana
100058,w-msc-420269,crassispira fuscescens
100058,w-msc-420270,crassispira nigrescens
100058,w-msc-433422,crassispira pellisphocae
100058,w-msc-420271,crassispira premorra
100058,w-msc-534062,cratena lineata
100058,w-msc-156811,cratena pilata
100058,w-msc-599286,cratena simba
100058,w-msc-420733,cratis antillensis
100058,w-msc-216651,crenatula picta
100058,slb-128682,crenatula picta
100058,slb-128683,crenatula picta
