species,fe_code,n_spp,fe_id
macropodia deflexa,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia doracis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia falcifera,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia formosa,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia gilsoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia hesperiae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia intermedia,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia linaresi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia longicornis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia longirostris,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia macrocheles,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia rostrata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia straeleni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia tenuirostris,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
macropodia trigonus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
maja brachydactyla,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
maja cornuta,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
maja crispata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
melanogrammus aeglefinus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus americanus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus cuiaranensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus elongatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus littoralis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus nasus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus ophicephalus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus paitensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus saxatilis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
menticirrhus undulatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metacarcinus anthonyi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metacarcinus edwardsii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metacarcinus magister,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metacarcinus novaezelandiae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops andamanicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops arafurensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops armatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops australiensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops binghami,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops challengeri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops mozambicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops neptunus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops rubellus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops sagamiensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops sibogae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops sinensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops taiwanicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops thomsoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metanephrops velutinus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metapenaeus affinis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metapenaeus brevicornis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metapenaeus macleayi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
metapenaeus monoceros,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
microgadus proximus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
microgadus tomcod,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias cevegei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias ectenes,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias fasciatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias furnieri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias manni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
micropogonias undulatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
miichthys miiuy,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
miracorvina angolensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nebris microps,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus andamanensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus aurifilum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus aurora,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus balinensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus bathybius,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus bipunctatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus celebicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus flavomandibularis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus gracilis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus isacanthus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus marginatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus nematophorus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus nematopus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus peronii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus randalli,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus sugillatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus theodorei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus thosaporni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus virgatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nemipterus zysron,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
neoglyphea inopinata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nephropides caribaeus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nephrops norvegicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nephropsis stewarti,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nephropsis suhmi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nibea coibor,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nibea maculata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nibea soldado,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nomeus gronovii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notopoides latus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notopus dorsipes,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles barnardi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles chimmonis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles ecuadorensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles pepeke,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles serratifrons,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
notosceles viaderi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nupalirus chani,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nupalirus japonicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
nupalirus vericeli,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
oncinopus angustifrons,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
oncinopus araneus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
oncinopus kathae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
oncinopus neptunus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
oncinopus postillonensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion adustus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion costaricensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion gomezi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion imiceps,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion punctatissimus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion scierus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion simulus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion strabo,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion typicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
ophioscion vermicularis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis cantharinus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis chalceus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis chrysoptera,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis lethopristis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis reddingi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis ruber,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
orthopristis scapularis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia ainonaka,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia contodon,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia crassa,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia japonica,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia kamoharai,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia maccullochi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia nudibucca,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia pectinifer,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia psilos,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia simotera,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
owstonia weberi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pagellus affinis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pagellus bellottii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pagellus natalensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palibythus magnificus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurellus gundlachi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurellus wieneckii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus barbarae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus charlestoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus delagoae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus elephas,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus gilchristi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
palinurus mauritanicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus aleuticus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus amplus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus capillus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus chani,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus coccinatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus curvatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus danae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus dispar,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus eous,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus formosanus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus gibbus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus glabrus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus gracilis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus gurneyi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus houyuu,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus hypsinotus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus ivanovi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus japonicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus lamelligerus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus longipes,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus longirostris,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus lucidirimicolus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus miyakei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus montagui,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus multidentatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus nipponensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus ochotensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus pacificus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus platyceros,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus prensor,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus princeps,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus profundus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus punctatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus rubrus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus spinosior,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus stenolepis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus teraoi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus tridens,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pandalus zarenkovi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panna microdon,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus argus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus brunneiflagellum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus echinatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus femoristriga,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus homarus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus inflatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus interruptus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus japonicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus longipes,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus meripurpuratus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus ornatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus pascuensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus penicillatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus regius,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus stimpsoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
panulirus versicolor,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paracaesio brevidentata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paracaesio caerulea,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paracaesio gonzalesi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paracaesio paragrapsimodon,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paracaesio waltervadi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parakuhlia macrophthalmus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paralonchurus brasiliensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paralonchurus dumerilii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paralonchurus petersii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paranebris bauchotae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paranibea semiluctuosa,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parapristipoma humile,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parapristipoma macrops,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parapristipoma octolineatum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parargyrops edita,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis akatamae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis aspinosa,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis capitinis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis eriomma,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis inermis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis melanophrys,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis rufomaculata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis tanyactis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parascolopsis townsendi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus apeli,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus barnardi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus bituberculatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus coccus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus cygnus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus griffini,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus hastatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus prolatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus pubescens,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paratymolus vannus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pareques iwamotoi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pareques lanfeari,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola bathyalis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola crosnieri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola cuvieri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola japonica,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola macrochira,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
paromola rathbuni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parribacus antarcticus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parribacus caledonicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parribacus japonicus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
parribacus scarlatinus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pasiphaea faxoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pennahia anea,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pentheroscion mbizi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plagiogeneion fiolenti,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plagiogeneion geminatum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plagiogeneion macrolepis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plagiogeneion rubiginosum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plagiogeneion unispina,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia alcocki,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia bartschi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia fimbriata,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia longimana,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia maoria,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia mindirra,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia rebierei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia remifera,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia turbynei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
platymaia wyvillethomsoni,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plectorhinchus faetela,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
plectorhinchus mediterraneus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pleoticus muelleri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pleoticus robustus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pleoticus steindachneri,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
podochela macrodera,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pollachius virens,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
polyamblyodon germanum,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys aheneus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys argenteus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys argyreus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys bipunctatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys branickii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys grunniens,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys incisus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys jubelini,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys multimaculatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys panamensis,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys punctulatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys schyrii,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pomadasys taeniatus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
priacanthus fitchi,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
priacanthus prolixus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
priacanthus sagittarius,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
priacanthus zaiserae,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pristipomoides freemani,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pristipomoides multidens,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
projasus bahamondei,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
psenopsis cyanea,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
psenopsis obscura,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
pseudotolithus epipercus,MOBmig_FECvhi_GENshort_TRPter_LENlg_WCOLben,865,5
