stressor,mean_imp,mean_imp_npp,iucn_sid,species
non-climate,0.1334223516824561,0.2046235103747349,NA,genyatremus luteus
climate,0.15214550383249206,0.2619396803140774,NA,genyatremus pacifici
non-climate,0.117110310338381,0.2369138343615629,NA,genyatremus pacifici
climate,0.21653406417551155,0.5589594868147499,NA,genyonemus lineatus
non-climate,0.10299378351023089,0.2988834322683007,NA,genyonemus lineatus
climate,0.2623788284781441,0.27727477534565687,NA,genypterus blacodes
non-climate,0.07282313411668145,0.06583432006228161,NA,genypterus blacodes
climate,0.17277646156468382,0.3024938213737856,NA,genypterus capensis
non-climate,0.2942720726095108,0.48066891085733765,NA,genypterus capensis
climate,0.05937132414579352,0.10069050732656004,NA,genypterus maculatus
non-climate,0.09381604801663146,0.12640891258424705,NA,genypterus maculatus
climate,0.22158954339004888,0.23883609389039556,NA,genypterus tigerinus
non-climate,0.015399776803114908,0.019168903422215475,NA,genypterus tigerinus
climate,0.19375960885961885,0.1043692916977228,NA,geodia barretti
non-climate,0.04712053487000923,0.026341090876728483,NA,geodia barretti
climate,0.19594432508213078,0.1342287137077365,NA,geodia gibberosa
non-climate,0.03127113753766228,0.022639589353099922,NA,geodia gibberosa
climate,0.2002995072546513,0.11179205401581253,NA,geodia macandrewii
non-climate,0.035645328848564584,0.020351338604177784,NA,geodia macandrewii
climate,0.18832648861059126,0.0971463657087553,NA,geodia neptuni
non-climate,0.034537545888988004,0.021202417807939647,NA,geodia neptuni
climate,0.19125415501429313,0.09087456193421645,NA,geodia papyracea
non-climate,0.045993810315576596,0.021343247546479045,NA,geodia papyracea
climate,0.04806189143375251,0.039379903023613355,NA,geodia vestigifera
non-climate,0.010229057436827374,0.007813379587653251,NA,geodia vestigifera
climate,0.23361226288237638,0.1794196068883085,NA,geograpsus crinipes
non-climate,0.08690379443534463,0.06492411405994068,NA,geograpsus crinipes
climate,0.22335281018507908,0.1802551143166311,NA,geograpsus grayi
non-climate,0.08639082815961951,0.06171814360264888,NA,geograpsus grayi
climate,0.38456923108720475,0.40404902006376175,NA,gephyreaster swifti
non-climate,0.0692842133727409,0.05796201509131087,NA,gephyreaster swifti
climate,0.2017873656005615,0.2205178721581739,NA,gephyroberyx darwinii
non-climate,0.04211598117132608,0.04911187228109556,NA,gephyroberyx darwinii
climate,0.06636692155308917,0.08039363663134054,NA,gephyroberyx japonicus
non-climate,0.044452615138239136,0.03257633552500804,NA,gephyroberyx japonicus
climate,0.1200891354774907,0.0247874906377935,NA,gerlachea australis
non-climate,0.011931083252739581,0.0021761512787137967,NA,gerlachea australis
climate,0.18040106215611312,0.11667693730995447,NA,gerres cinereus
non-climate,0.06877519346654778,0.040606158524197376,NA,gerres cinereus
climate,0.15419650516392205,0.17659017005828484,NA,gerres erythrourus
non-climate,0.10282421813177388,0.11357609322596776,NA,gerres erythrourus
climate,0.18579730934607194,0.2152583738950466,NA,gerres filamentosus
non-climate,0.080439105921857,0.08674561172189979,NA,gerres filamentosus
climate,0.15526892704381093,0.17451009275054316,NA,gerres limbatus
non-climate,0.0908000430439104,0.1004711207182746,NA,gerres limbatus
climate,0.15880155479560584,0.1757364901768909,NA,gerres longirostris
non-climate,0.08650017364157188,0.08687378917587404,NA,gerres longirostris
climate,0.15548656350355536,0.1793210790080772,NA,gerres macracanthus
non-climate,0.09066493287733059,0.10221788510006108,NA,gerres macracanthus
climate,0.165504199252802,0.27911090743046907,NA,gerres methueni
non-climate,0.08826771606475715,0.14568416770444167,NA,gerres methueni
climate,0.15250600906172007,0.33109092315413863,NA,gerres nigri
non-climate,0.11929511437155803,0.2910325101239627,NA,gerres nigri
climate,0.15619117975794847,0.17702091294532074,NA,gerres oblongus
non-climate,0.07192780968418733,0.07371734780689163,NA,gerres oblongus
climate,0.18785674982281042,0.20139717107600158,NA,gerres oyena
non-climate,0.09478472897381965,0.09341528455937534,NA,gerres oyena
climate,0.1573299549981716,0.2088752533424394,NA,gerres setifer
non-climate,0.07907542775191506,0.11846202958039523,NA,gerres setifer
climate,0.1598680402077631,0.2572376259215195,NA,gerres shima
non-climate,0.08772647213795433,0.14586178804345853,NA,gerres shima
climate,0.17111674664481236,0.18207842147861925,NA,gerres simillimus
non-climate,0.0744221626948515,0.08773118199458835,NA,gerres simillimus
climate,0.21014441744100557,0.2130487192043879,NA,gerres subfasciatus
non-climate,0.08196174220989579,0.07066958934426609,NA,gerres subfasciatus
climate,0.6327006080619089,0.3666357477956027,NA,gersemia fruticosa
non-climate,0.054229781990933416,0.03996539857005656,NA,gersemia fruticosa
climate,1.0174312236995477,0.7843496490803485,NA,gersemia rubiformis
non-climate,0.03951268719007448,0.03169614581069601,NA,gersemia rubiformis
climate,0.2726235168055971,0.054969061313247504,NA,geryon longipes
non-climate,0.22689417752635477,0.044327249806968054,NA,geryon longipes
climate,0.26086414210207853,0.1717729577246869,NA,geryon trispinosus
non-climate,0.12278721158654683,0.08133487043325219,NA,geryon trispinosus
climate,0.05507959999471126,0.0072123915256702385,NA,gibberichthys latifrons
non-climate,0.05054582916477521,0.0021028043561616065,NA,gibberichthys latifrons
climate,0.05218260061436838,0.021243287899721013,NA,gibberichthys pumilus
non-climate,0.02032674646614882,0.004740568438083651,NA,gibberichthys pumilus
climate,0.23681906287198956,0.1970432532414493,NA,gibberosus myersi
non-climate,0.04338489893034264,0.04227927897790155,NA,gibberosus myersi
climate,0.27656923040257936,0.1470546841618761,NA,gibberula catenata
non-climate,0.06913664018439424,0.032898684454673435,NA,gibberula catenata
climate,0.28363587788158895,0.1307991523701704,NA,gibberula fluctuata
non-climate,0.07731952617326648,0.03547866307543657,NA,gibberula fluctuata
climate,0.2764673491200649,0.16395607729070452,NA,gibberula lavalleeana
non-climate,0.07463652636103014,0.04140025819370645,NA,gibberula lavalleeana
climate,0.23203999845480403,0.2394825550919343,NA,gibberulus gibberulus
non-climate,0.10268599237354538,0.10623157883843869,NA,gibberulus gibberulus
climate,0.16068048703252816,0.1370204036126484,NA,gigantactis elsmani
non-climate,0.00863912683176047,0.006773962663368718,NA,gigantactis elsmani
climate,0.06145795206213627,0.060513422439650834,NA,gigantactis gargantua
non-climate,0.00704148051824681,0.004894205989406504,NA,gigantactis gargantua
climate,0.06210859188920611,0.049240878838340704,NA,gigantactis macronema
non-climate,0.018428271880072438,0.007630445657260333,NA,gigantactis macronema
climate,0.06996022957158483,0.07279733705918802,NA,gigantactis meadi
non-climate,0.001152333276073709,0.0012033392830852333,NA,gigantactis meadi
climate,0.08063458021593299,0.0886970147660705,NA,gigantactis paxtoni
non-climate,6.529948828216529e-4,7.526594842884096e-4,NA,gigantactis paxtoni
climate,0.061689324390602235,0.05581565806453147,NA,gigantactis perlatus
non-climate,0.01938969351033773,0.013797098485447894,NA,gigantactis perlatus
climate,0.06090899864967473,0.05146016631159821,NA,gigantactis vanhoeffeni
non-climate,0.008438418155177754,0.004234864131569479,NA,gigantactis vanhoeffeni
climate,0.23184033273481924,0.07059777901344448,NA,gigantione mortenseni
non-climate,0.05583723916864498,0.00809915134946854,NA,gigantione mortenseni
climate,0.050933272393876274,0.044860239820027174,NA,gigantura chuni
non-climate,0.01829611971269798,0.013787773305077907,NA,gigantura chuni
climate,0.14308743758675568,0.10235017552956731,NA,gigantura indica
non-climate,0.02348231714800865,0.014409782890358444,NA,gigantura indica
climate,0.18053811418466592,0.3859593596059113,NA,gilchristella aestuaria
non-climate,0.1243403435644815,0.27309811165845643,NA,gilchristella aestuaria
climate,0.22589008089864482,0.17267771422682537,NA,gillichthys mirabilis
non-climate,0.10677258721080023,0.0772288143453393,NA,gillichthys mirabilis
climate,0.3166726840112644,0.3121383962479113,NA,gilvossius setimanus
non-climate,0.07918985820119422,0.07191015684338448,NA,gilvossius setimanus
climate,0.06189071680996065,0.06105631534906995,NA,ginglymostoma cirratum
non-climate,0.043326647844170486,0.04498523455641451,NA,ginglymostoma cirratum
climate,0.19797817206599685,0.0755445984025497,NA,ginsburgellus novemlineatus
non-climate,0.052330499899592535,0.016315212054077512,NA,ginsburgellus novemlineatus
climate,0.20582837137093793,0.287239203903387,NA,girella cyanea
non-climate,0.1113890555197651,0.18968999440261072,NA,girella cyanea
climate,0.17987549234471026,0.36321336725467057,NA,girella elevata
non-climate,0.025450489662676823,0.05390071878496222,NA,girella elevata
climate,0.120005339050742,0.13833951317946777,NA,girella freminvillii
non-climate,0.03990196325724135,0.05552482448396183,NA,girella freminvillii
climate,0.20837260112409964,0.26391239604642175,NA,girella leonina
non-climate,0.16367891736274282,0.2576602464668145,NA,girella leonina
climate,0.18126153414987012,0.20630410692238357,NA,girella mezina
non-climate,0.17627324062081035,0.2376651063088448,NA,girella mezina
climate,0.2127023436075141,0.28562043589275943,NA,girella nigricans
non-climate,0.09770679372606238,0.1071635509757432,NA,girella nigricans
climate,0.18643693514340248,0.27342491120296286,NA,girella punctata
non-climate,0.23363055060483107,0.39940146688913325,NA,girella punctata
climate,0.2286379351454459,0.15267672865999046,NA,girella simplicidens
non-climate,0.05950262279446829,0.038086301859799714,NA,girella simplicidens
climate,0.09666129180659704,0.09983911073285182,NA,girella tephraeops
non-climate,0.014276395086718498,0.015043198233426876,NA,girella tephraeops
climate,0.16229476998973913,0.2877477165776212,NA,girella tricuspidata
non-climate,0.08105521914283836,0.14557519750908568,NA,girella tricuspidata
climate,0.13944965757746092,0.14615125669645418,NA,girella zebra
non-climate,0.02053765500785794,0.026822315969394193,NA,girella zebra
climate,0.2707913551235491,0.11618249661753187,NA,gitanopsis squamosa
non-climate,7.445987324645731e-4,2.5515915402691733e-4,NA,gitanopsis squamosa
climate,0.15310050535909758,0.15262989879037578,NA,giuris margaritacea
non-climate,0.0787577531586675,0.06917809691249412,NA,giuris margaritacea
climate,0.2686516336882002,0.18070092636976756,NA,glabraster antarctica
non-climate,0.002331274733849841,0.0028465982944094535,NA,glabraster antarctica
climate,0.16067542570246773,0.14195147020405338,NA,gladiogobius ensifer
non-climate,0.10986110102238593,0.0853519005221934,NA,gladiogobius ensifer
climate,0.887109335399763,0.5935542930075668,NA,glandulactis spetsbergensis
non-climate,0.01843821132281885,0.010156683380435773,NA,glandulactis spetsbergensis
climate,0.2982598220182818,0.17687370782801323,NA,glassella floridana
non-climate,0.06928112168839955,0.03418106897480504,NA,glassella floridana
climate,0.244515486890262,0.30381984110230137,NA,glaucosoma buergeri
non-climate,0.0398191114614116,0.05079379259971951,NA,glaucosoma buergeri
climate,0.14605415095044252,0.13151241270493333,NA,glaucosoma hebraicum
non-climate,0.007945545617507562,0.006950218471075923,NA,glaucosoma hebraicum
climate,0.21431325841676968,0.2897870147602199,NA,glaucosoma magnificum
non-climate,0.007487090350530731,0.010398956998084977,NA,glaucosoma magnificum
climate,0.17967929430716864,0.2331599371216255,NA,glaucosoma scapulare
non-climate,0.028245160703614207,0.04342609192714423,NA,glaucosoma scapulare
climate,0.36759943748715923,0.4455867230911285,NA,glebocarcinus oregonensis
non-climate,0.09273586928542922,0.09913737168118605,NA,glebocarcinus oregonensis
climate,0.28539687921204177,0.19266821938993559,NA,globivenus rigida
non-climate,0.08899046497367898,0.05571342750678572,NA,globivenus rigida
climate,0.3327927431307111,0.16625044693472088,NA,globivenus rugatina
non-climate,0.08270906237893667,0.039776456225276424,NA,globivenus rugatina
climate,0.489596185383219,0.4452977916751177,NA,globivenus toreuma
non-climate,0.12449369063272059,0.11570403087177597,NA,globivenus toreuma
climate,0.29103214215264683,0.19278000741693427,NA,globosolembos smithi
non-climate,0.038908589441126115,0.028925391953415345,NA,globosolembos smithi
climate,0.21929649575490456,0.13767283849808737,NA,glossanodon australis
non-climate,0.061805117554271705,0.016268815696189886,NA,glossanodon australis
climate,0.07183494423791821,0.0135910780669145,NA,glossanodon danieli
non-climate,0.06582992565055762,0.004730855018587361,NA,glossanodon danieli
climate,0.06223664924044088,0.012365080798050012,NA,glossanodon leioglossus
non-climate,0.13815657340763418,0.01810684711154152,NA,glossanodon leioglossus
climate,0.17865145751073877,0.19978238119265196,NA,glossanodon polli
non-climate,0.09927343643630014,0.12471871737987116,NA,glossanodon polli
climate,0.15441138784786212,0.08725663124430763,NA,glossanodon pygmaeus
non-climate,0.024167719187941493,0.008399664716645834,NA,glossanodon pygmaeus
climate,0.23173292944812054,0.16795388066897574,NA,glossanodon struhsakeri
non-climate,0.0517395564872999,0.021753965546648473,NA,glossanodon struhsakeri
climate,0.23500335384134408,0.24180691392260653,NA,glossodoris cincta
non-climate,0.0809041455314156,0.08151655883875027,NA,glossodoris cincta
climate,0.2346032280465995,0.2136806911441638,NA,glossodoris hikuerensis
non-climate,0.08062982840264303,0.06529423027012282,NA,glossodoris hikuerensis
climate,0.23861752431784217,0.22129253982161945,NA,glossodoris pallida
non-climate,0.07921742199238085,0.07593327618119598,NA,glossodoris pallida
climate,0.16071655940548016,0.17096730411183986,NA,glossogobius bicirrhosus
non-climate,0.07037726106222426,0.06054330190755828,NA,glossogobius bicirrhosus
climate,0.16015182559121907,0.15771309400069847,NA,glossogobius celebius
non-climate,0.0716164852488061,0.05281941251146631,NA,glossogobius celebius
climate,0.15388203132613326,0.21220363511532925,NA,glossogobius giuris
non-climate,0.08724750317262733,0.11821999937368885,NA,glossogobius giuris
climate,0.2804995548728954,0.39270853551995594,NA,glossogobius olivaceus
non-climate,0.18428249427863297,0.2670533297881433,NA,glossogobius olivaceus
climate,0.18305979135076436,0.18590150496905966,NA,glycera alba
non-climate,0.17676488070173696,0.18481677428970816,NA,glycera alba
climate,0.24660252196417323,0.2523328406771683,NA,glycera americana
non-climate,0.020120663645461164,0.028090143876750864,NA,glycera americana
climate,0.23036947506879912,0.19550584155185047,NA,glycera brevicirris
non-climate,0.028332933524752572,0.03210360866268799,NA,glycera brevicirris
climate,0.17447683235152142,0.2980328724638488,NA,glycera capitata
non-climate,0.07355282361218149,0.12221010778459301,NA,glycera capitata
climate,0.2668086062392274,0.21758997079062667,NA,glycera dibranchiata
non-climate,0.021809168717024326,0.0247709669355157,NA,glycera dibranchiata
climate,0.11845919157487332,0.13204319838694267,NA,glycera lancadivae
non-climate,0.027372361823462858,0.03818367937506406,NA,glycera lancadivae
climate,0.14387548095577565,0.13167650121047358,NA,glycera longipinnis
non-climate,0.026235279443657448,0.03282336786427701,NA,glycera longipinnis
climate,0.24629972985084755,0.12489514589023577,NA,glycera oxycephala
non-climate,0.03366253650890941,0.01473936683838996,NA,glycera oxycephala
climate,0.21676222620628616,0.14999452479382377,NA,glycera papillosa
non-climate,0.03410071977696303,0.04209369361203352,NA,glycera papillosa
climate,0.2007113219924624,0.1550843594082652,NA,glycera sphyrabrancha
non-climate,0.024992342602850277,0.02277193657610861,NA,glycera sphyrabrancha
climate,0.2731372192784966,0.14259411170200692,NA,glycera tesselata
non-climate,0.024527756250637245,0.016307231394106163,NA,glycera tesselata
climate,0.3404391663247879,0.35441590339821233,NA,glycera tridactyla
non-climate,0.047995083132549014,0.06092957489017856,NA,glycera tridactyla
climate,0.2722478763244312,0.29085286674469985,NA,glycera unicornis
non-climate,0.0577837901770112,0.0694944537035769,NA,glycera unicornis
climate,0.29791836340683153,0.2702021863389826,NA,glycinde multidens
non-climate,0.02812595357230744,0.03482225892351615,NA,glycinde multidens
climate,0.17621650989874368,0.18659392624236687,NA,glycinde nordmanni
non-climate,0.029687533222699045,0.033959046135794944,NA,glycinde nordmanni
climate,0.06949570603093319,0.013624047610809315,NA,glyphocrangon aculeata
non-climate,0.06776531607902841,0.004249243970796858,NA,glyphocrangon aculeata
climate,0.06973083098978895,0.01425566664596659,NA,glyphocrangon alispina
non-climate,0.06832196307697767,0.004830271200574871,NA,glyphocrangon alispina
climate,0.08487104852120247,0.051238944397481764,NA,glyphocrangon faxoni
non-climate,0.0541896014789008,0.012401933152467568,NA,glyphocrangon faxoni
climate,0.06974576092996711,0.01743594461048616,NA,glyphocrangon haematonotus
non-climate,0.06420238649505129,0.004267237883543848,NA,glyphocrangon haematonotus
climate,0.08527162204295645,0.04791460747675864,NA,glyphocrangon hakuhoae
non-climate,0.07434853042565619,0.02164489129146009,NA,glyphocrangon hakuhoae
climate,0.06949295868075595,0.012791931172182311,NA,glyphocrangon longirostris
non-climate,0.07200914077995131,0.0031134173117616237,NA,glyphocrangon longirostris
climate,0.06907837838927852,0.021392182326346737,NA,glyphocrangon longleyi
non-climate,0.05534202725538513,0.008520340712479483,NA,glyphocrangon longleyi
climate,0.08490422747544965,0.008856445905483784,NA,glyphocrangon musorstomia
non-climate,0.06948905965367784,0.0021948219183818758,NA,glyphocrangon musorstomia
climate,0.06952351356815381,0.014044907621774261,NA,glyphocrangon nobilis
non-climate,0.07271230035803491,0.005067302738412777,NA,glyphocrangon nobilis
climate,0.08625887066005342,0.008683217964789885,NA,glyphocrangon parviocullus
non-climate,0.12887919005832016,0.004253420177685725,NA,glyphocrangon parviocullus
climate,0.08485054839403408,0.05085855046307424,NA,glyphocrangon proxima
non-climate,0.06071235984431597,0.01567035214445049,NA,glyphocrangon proxima
climate,0.08534646511573332,0.05609764183956511,NA,glyphocrangon pugnax
non-climate,0.05610558504967659,0.015475412683120984,NA,glyphocrangon pugnax
climate,0.084190984229278,0.012129348737294352,NA,glyphocrangon richeri
non-climate,0.0560200081211359,0.00386811013308184,NA,glyphocrangon richeri
climate,0.06903171375474697,0.01940719181771661,NA,glyphocrangon spinicauda
non-climate,0.048917150340704034,0.006962498990007811,NA,glyphocrangon spinicauda
climate,0.08303606614241177,0.03547000410323225,NA,glyphocrangon unguiculata
non-climate,0.06917921395606581,0.01289022161684271,NA,glyphocrangon unguiculata
climate,0.16880283326972523,0.18004303114735282,NA,glyphohesione klatti
non-climate,0.022413246424442312,0.0313703437766812,NA,glyphohesione klatti
climate,0.34399820327672925,0.10991841043772721,NA,glyphoperidium bursa
non-climate,2.339943229918829e-4,5.626014640705144e-5,NA,glyphoperidium bursa
climate,0.27236894757962854,0.10440298897112023,NA,glyphostoma epicasta
non-climate,0.06592276949745722,0.021403256003377436,NA,glyphostoma epicasta
climate,0.28837890567264773,0.10912599429098009,NA,glyphostoma gabbii
non-climate,0.07274398220204688,0.02351099841016262,NA,glyphostoma gabbii
climate,0.39582438119668023,0.12838303266443932,NA,glyphostoma pilsbryi
non-climate,0.06919729351254433,0.020723523593892266,NA,glyphostoma pilsbryi
climate,0.26308662820567713,0.19409777200472175,NA,glyphoturris quadrata
non-climate,0.07412616973192497,0.04752644511587227,NA,glyphoturris quadrata
climate,0.28948580801469787,0.1877377764128864,NA,glyphoturris rugirima
non-climate,0.0722305841715179,0.040227326935852695,NA,glyphoturris rugirima
climate,0.07520731017181528,0.04316075377031008,NA,glyphus marsupialis
non-climate,0.06318697820950381,0.035931081357019924,NA,glyphus marsupialis
climate,0.15193472433974328,0.15609821165101068,NA,glyptauchen panduratus
non-climate,0.09381480536566174,0.09080072726602076,NA,glyptauchen panduratus
climate,0.2646714845806613,0.2373824755526018,NA,glyptocephalus cynoglossus
non-climate,0.1501383284711853,0.12877661270833152,NA,glyptocephalus cynoglossus
climate,0.2875999525882009,0.2744120959927823,NA,glyptocephalus stelleri
non-climate,0.20373095184940537,0.189026994805416,NA,glyptocephalus stelleri
climate,0.379799686187005,0.35200104673975047,NA,glyptocephalus zachirus
non-climate,0.09975978889703715,0.08851543679969245,NA,glyptocephalus zachirus
climate,0.10210719640834676,0.0356940398237947,NA,glyptometra inaequalis
non-climate,0.013820548356009236,0.0034351589545307645,NA,glyptometra inaequalis
climate,0.25423277478700873,0.07935438861675585,NA,glyptonotus antarcticus
non-climate,0.005258119533763358,0.0012894997063118698,NA,glyptonotus antarcticus
climate,0.0781555267694099,0.04962705011344287,NA,glyptophidium argenteum
non-climate,0.05434504953755027,0.019397930209486294,NA,glyptophidium argenteum
climate,0.19749971557109622,0.22069922186583063,NA,glyptophidium japonicum
non-climate,0.07408920828173832,0.0670258652221944,NA,glyptophidium japonicum
climate,0.07287725667543513,0.05780858347446939,NA,glyptophidium longipes
non-climate,0.06578581852906203,0.045972982955569175,NA,glyptophidium longipes
climate,0.0792638403379494,0.03679191877686611,NA,glyptophidium lucidum
non-climate,0.06821129650304404,0.01491976810311062,NA,glyptophidium lucidum
climate,0.29674289811201815,0.16190303183517218,NA,glyptoplax smithii
non-climate,0.06503521190342909,0.028407382023707704,NA,glyptoplax smithii
climate,0.2546584535220349,0.14410313671645503,NA,glyptoxanthus erosus
non-climate,0.06692926227348528,0.02998398011301802,NA,glyptoxanthus erosus
climate,0.22843089959109897,0.12503433326974017,NA,glypturus acanthochirus
non-climate,0.06861491297555297,0.027550927126641516,NA,glypturus acanthochirus
climate,0.16727131416396954,0.17943105795648168,NA,gnathanacanthus goetzeei
non-climate,0.023635852743197374,0.03213301701437295,NA,gnathanacanthus goetzeei
climate,0.20105316150096786,0.22618324202738666,NA,gnathanodon speciosus
non-climate,0.0894542086575794,0.10287330400014154,NA,gnathanodon speciosus
climate,0.2646300087160739,0.27492985376364915,NA,gnathia camponotus
non-climate,0.010434811030675738,0.012645110524659225,NA,gnathia camponotus
climate,0.26735339616442855,0.2385446798899429,NA,gnathia dentata
non-climate,0.05446636893762063,0.055115816598907644,NA,gnathia dentata
climate,0.2669101245319534,0.23690418041506645,NA,gnathia maxillaris
non-climate,0.05638373060949737,0.06356868940937477,NA,gnathia maxillaris
climate,0.2742609587854506,0.07216118351222821,NA,gnathia vorax
non-climate,0.16146362769043826,0.04298344439537273,NA,gnathia vorax
climate,0.20438775155193065,0.05533909374207882,NA,gnathiphimedia mandibularis
non-climate,1.274099035293065e-4,2.3419366702948796e-5,NA,gnathiphimedia mandibularis
climate,0.20898436700035625,0.07812566327000073,NA,gnathiphimedia sexdentata
non-climate,2.2727540834310494e-4,5.538083317800999e-5,NA,gnathiphimedia sexdentata
climate,0.1565381838436736,0.16646130759277783,NA,gnathodentex aureolineatus
non-climate,0.10408945971777976,0.11230499435324776,NA,gnathodentex aureolineatus
climate,0.15557190414187297,0.1494229553301634,NA,gnatholepis anjerensis
non-climate,0.08656561934200771,0.07003282481130675,NA,gnatholepis anjerensis
climate,0.16098504098635577,0.15663249795403625,NA,gnatholepis argus
non-climate,0.040358727880113236,0.019832184015992058,NA,gnatholepis argus
climate,0.15692432050372407,0.15801262425147292,NA,gnatholepis cauerensis
non-climate,0.08710626803007183,0.07584216122726839,NA,gnatholepis cauerensis
climate,0.265668513556474,0.3126612092586706,NA,gnatholepis gymnocara
non-climate,0.08711334907731201,0.10493246741450565,NA,gnatholepis gymnocara
climate,0.15354025842992344,0.1503949103589945,NA,gnatholepis ophthalmotaenia
non-climate,0.09010853496183233,0.07503593116955232,NA,gnatholepis ophthalmotaenia
climate,0.1857854772454976,0.12437722743091874,NA,gnatholepis thompsoni
non-climate,0.05839966972849273,0.029069282531109547,NA,gnatholepis thompsoni
climate,0.23803581304286395,0.0776907634912839,NA,gnathophis bathytopos
non-climate,0.06522813742573991,0.021663910437116924,NA,gnathophis bathytopos
climate,0.22496330108604037,0.11449271858206506,NA,gnathophis bracheatopos
non-climate,0.05658994289325096,0.03084944231764293,NA,gnathophis bracheatopos
climate,0.1585246583816004,0.23986267783838497,NA,gnathophis capensis
non-climate,0.08401332733509533,0.15467811955238148,NA,gnathophis capensis
climate,0.2120316023677741,0.194855296589801,NA,gnathophis castlei
non-climate,0.011390682726511104,0.013264506736619467,NA,gnathophis castlei
climate,0.20482069555302165,0.2630319537485747,NA,gnathophis cinctus
non-climate,0.10749444721588751,0.14479611780216647,NA,gnathophis cinctus
climate,0.19545153238108448,0.23574386354181112,NA,gnathophis grahami
non-climate,0.04077317061896177,0.06229501224980355,NA,gnathophis grahami
climate,0.20754729135389963,0.3450517112507043,NA,gnathophis heterognathos
non-climate,0.042489535816607686,0.06919191539956758,NA,gnathophis heterognathos
climate,0.13871369574693318,0.14425614546360296,NA,gnathophis longicauda
non-climate,0.07239436328538515,0.07904076218942649,NA,gnathophis longicauda
climate,0.22789952692291077,0.04770257708204323,NA,gnathophis mystax
non-climate,0.22686861129912586,0.05827368985728481,NA,gnathophis mystax
climate,0.1559248450413223,0.12147618705999387,NA,gnathophis nasutus
non-climate,0.0963527318640955,0.06704523932506887,NA,gnathophis nasutus
climate,0.0687787519315142,0.041486123048000006,NA,gnathophis nystromi
non-climate,0.04590269070549758,0.026359223528086024,NA,gnathophis nystromi
climate,0.055332785093536785,0.01102586453878885,NA,gnathophis tritos
non-climate,0.052773522140045194,0.005784647870884222,NA,gnathophis tritos
climate,0.2776494646313292,0.2852327292876319,NA,gnathophis umbrellabius
non-climate,0.03793655647124929,0.03992646406942624,NA,gnathophis umbrellabius
climate,0.25608556972812047,0.212451158232658,NA,gnathophylloides mineri
non-climate,0.07956310415012549,0.0724300272793038,NA,gnathophylloides mineri
climate,0.22192143851006818,0.2215831492941438,NA,gnathophyllum americanum
non-climate,0.0844572595426777,0.07668350346821448,NA,gnathophyllum americanum
climate,0.30755707553241923,0.238999412870998,NA,gnathophyllum modestum
non-climate,0.10708312114009776,0.07403985883786135,NA,gnathophyllum modestum
climate,0.19243389683043047,0.29104741479782953,NA,gnathophyllum panamense
non-climate,0.07638118179896246,0.08260626351823844,NA,gnathophyllum panamense
climate,0.3639402472491016,0.4418813544027645,NA,gnorimosphaeroma oregonense
non-climate,0.016570339662301675,0.023460282494572517,NA,gnorimosphaeroma oregonense
climate,0.16431195317451072,0.16910762376671204,NA,gobiesox adustus
non-climate,0.08209844325408727,0.08578604803347321,NA,gobiesox adustus
climate,0.21326918118810378,0.26047657612569575,NA,gobiesox eugrammus
non-climate,0.16542500417064776,0.20957727072811927,NA,gobiesox eugrammus
climate,0.22200428688975465,0.31590857968932545,NA,gobiesox maeandricus
non-climate,0.0867414955471808,0.13440827510649034,NA,gobiesox maeandricus
climate,0.22650689138189528,0.09015635630460632,NA,gobiesox pinniger
non-climate,0.11579643281807371,0.03812117044925813,NA,gobiesox pinniger
climate,0.1869639769508703,0.09309244539788443,NA,gobiesox punctulatus
non-climate,0.06262225135029094,0.023879618658707743,NA,gobiesox punctulatus
climate,0.1999217324187384,0.22817965316767713,NA,gobiesox rhessodon
non-climate,0.17053298392819352,0.1968341902473639,NA,gobiesox rhessodon
climate,0.24393367919733178,0.21150629046186806,NA,gobiesox strumosus
non-climate,0.07502256886204504,0.0615670509026482,NA,gobiesox strumosus
climate,0.16109568366979496,0.13985298548803032,NA,gobiodon albofasciatus
non-climate,0.07250273712725114,0.04855500896363787,NA,gobiodon albofasciatus
climate,0.16121447389782131,0.17152245098151525,NA,gobiodon ceramensis
non-climate,0.07590648638286669,0.07208917970574019,NA,gobiodon ceramensis
climate,0.21676882337378525,0.21662501941819087,NA,gobiodon citrinus
non-climate,0.09708554095154183,0.09358961211200818,NA,gobiodon citrinus
climate,0.154698308103449,0.14410757592981813,NA,gobiodon erythrospilus
non-climate,0.08722059552737425,0.06846510714652651,NA,gobiodon erythrospilus
climate,0.1769644398801285,0.17495066378728008,NA,gobiodon fulvus
non-climate,0.09230723334931525,0.08664322960984155,NA,gobiodon fulvus
climate,0.15546468663886842,0.15822130847084942,NA,gobiodon heterospilos
non-climate,0.08626166854754971,0.07306556134964116,NA,gobiodon heterospilos
climate,0.22008685223301447,0.2325141608683518,NA,gobiodon histrio
non-climate,0.0885917625389643,0.09789805059842026,NA,gobiodon histrio
climate,0.309030044187977,0.31216305461520144,NA,gobiodon multilineatus
non-climate,0.0714160073099542,0.0605743534468065,NA,gobiodon multilineatus
climate,0.1619844077617848,0.16747635909274505,NA,gobiodon okinawae
non-climate,0.07740895864094018,0.07480732703001575,NA,gobiodon okinawae
climate,0.15902050655028407,0.1532502626159842,NA,gobiodon prolixus
non-climate,0.07536505459687091,0.06650403545312747,NA,gobiodon prolixus
