species,fe_code,n_spp,fe_id
aciculites spinosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
adreus micraster,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
adreus stylifer,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
agelas clathrodes,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona jamaicensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona mesatlantica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona microspiculata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona millari,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona primitiva,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona sarai,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona sorrentini,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona verticillata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
alectona wallichii,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
amphibleptula aaktun,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
amphitethya aruensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
amphitethya microsigma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
amphitethya stipitata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorella paulini,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina bellae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina brevidens,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina buldira,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina cerebrum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina corticata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina diplococcus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina geodides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina globosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina multistella,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina nanosclera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina repens,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina robusta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ancorina stalagmoides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
annulastrella annulata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
annulastrella ornata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
annulastrella schmidti,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
annulastrella verrucolosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antarctotetilla grandis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antarctotetilla pilosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antarctotetilla sagitta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) bakusi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) circonflexa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) coriacea,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) elegans,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) frondifera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) inconspicua,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) kellyae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) levii,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) pellita,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) planoramosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) prima,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) ridgwayi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (acarnia) simplicissima,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) arcitenens,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) atlantidae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) barbadensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) brondstedi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) burtoni,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) granditoxa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) heterospiculata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) mediterranea,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) morisca,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) nuda,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) opuntioides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) oxeifera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) paradoxa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) paucispina,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (antho) tuberosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (isopenectya) chartacea,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (isopenectya) primitiva,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (isopenectya) punicea,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (isopenectya) saintvincenti,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (jia) galapagosensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (jia) jia,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (jia) lithisticola,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (jia) ramosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (jia) wunschorum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) anisotyla,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) arbuscula,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) bremecae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) hallezi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) karyoka,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) manaarensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) novizelanica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
antho (plocamia) sarasiri,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aplysinopsis bergquistae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
armodendrilla bergquistae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina amlia,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina archegona,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina brasili,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina clavata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina elegantula,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina erecta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina flabellata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina incrustans,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina indica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina melanoides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina strongyla,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
artemisina vulcani,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) anisoplacochela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) bitrichela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) caribica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) desmophora,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) flabellum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) gemmae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) inexpectata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) jamescooki,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) laminachela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) magnifica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) maxisigma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) obae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) pseudoisochela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) quadriserialis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) ramuscula,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) rhaphidiophora,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) sarsensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) unguiferata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) voyager,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (asbestopluma) wolffi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (helophloeina) delicata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (helophloeina) keraia,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asbestopluma (helophloeina) stylivarians,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus albus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus arenosus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus brasiliensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus haeckeli,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus moolenbeeki,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus plumos,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus syringifer,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
asteropus vasiformis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus aurantiacus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus californianus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus cerebella,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus flabellum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus gardineri,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus involutus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus mandela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus monticularis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus phakelloides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus samariensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus similiaustralis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus spinosus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
aulospongus trirhabdostylus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma australis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma corona,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma hubbsi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma kensmithi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma longipinna,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma mexicana,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma mirabile,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma poritea,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axoniderma similis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
axos cliftoni,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bathytentacular moniqueae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
brachiaster claudelevii,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris carcisis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris conulosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris murrayi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris salomonensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris sarayi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris sosia,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
bubaris subtyla,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
burtonitethya gemmiformis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia amorpha,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia bakusi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia carduelis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia dokdoensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia hermanorum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia intermedia,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia levis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia mollior,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia mycofijiensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia ridleyi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia serta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cacospongia symbiotica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) durissima,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) geodioides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) inopinata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) pathologica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) simplex,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (calthropella) xavierae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (corticellopsis) novaezealandiae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (corticellopsis) recondita,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (corticellopsis) stelligera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (pachataxa) lithistina,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
calthropella (pachataxa) pyrifera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cantabrina erecta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion aurantiacum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion cuneiforme,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion dichotoma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion incrustans,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion microxephora,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion minor,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion montebelloensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion ramosum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
ceratopsion rugosum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cerbaris alborani,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cerbaris curvisclera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cerbaris curvispiculifer,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cerbaris torquatus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cercicladia australis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella agassizi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella aspera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella capitolii,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella enae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella ijimai,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella laevis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella pachastrelloides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella poecillastroides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella reticulata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella stellettodes,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
characella tripodaria,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chelotropella sphaerica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia collectrix,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia plebeja,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia ramsayi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia reticulata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia rugosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
chondrosia tenochca,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyra helena,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella albabidens,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella albaobtusa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella albatridens,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella alloclada,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella anatriaenilla,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella anomala,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella australis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella cavernosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella desqueyrouxae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella enigmatica,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella eurystoma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella globulosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella hamata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella ibis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella lacerata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella malaccensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella mertoni,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella minuta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella novaezealandiae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella nuda,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella phacoides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella porosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella robusta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella solis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella trochiformis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella unjinensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella uteoides,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cinachyrella vaccinata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce attu,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce caelum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce fibrosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce gaussiana,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce guyanensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce hyalina,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce incurvata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce infundibulum,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce kiska,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce osculosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce parenchyma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce reina,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce spathiformis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce spatula,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce toxifera,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladocroce tubulosa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza corallophila,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza corticocancellata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza diminuta,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza ephyrula,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza flosabyssi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza iniquidentata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza inversa,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza mani,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza methanophila,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza nematophora,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza nicoleae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza oxeata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza pentacrinus,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza scanlonae,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza schistochela,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza tenuisigma,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladorhiza thomsoni,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
cladothenea andriashevi,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
clathria (axosuberites) benguelaensis,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
clathria (axosuberites) canaliculata,MOBses_FEChi_GENshort_TRPpri_LENmed_WCOLrf,2043,3
