db,spec_code,species,tm,age_mat_min,age_mat_min2
fb,864,carcharhinus brachyurus,NA,19,20
fb,864,carcharhinus brachyurus,NA,13,19
fb,864,carcharhinus brachyurus,NA,19,NA
fb,864,carcharhinus brachyurus,NA,13,NA
fb,864,carcharhinus brachyurus,NA,5,NA
fb,864,carcharhinus brachyurus,19.5,NA,NA
fb,864,carcharhinus brachyurus,16,NA,NA
fb,868,carcharhinus falciformis,8,7,9
fb,868,carcharhinus falciformis,NA,6,7
fb,868,carcharhinus falciformis,12,NA,NA
fb,868,carcharhinus falciformis,NA,NA,10
fb,870,carcharhinus galapagensis,NA,6.5,9
fb,870,carcharhinus galapagensis,NA,6,8
fb,872,carcharhinus isodon,3.900000095367432,NA,NA
fb,872,carcharhinus isodon,4.300000190734863,NA,NA
fb,873,carcharhinus leucas,NA,6,NA
fb,873,carcharhinus leucas,NA,14,15
fb,873,carcharhinus leucas,15,NA,NA
fb,873,carcharhinus leucas,NA,18.200000762939453,NA
fb,873,carcharhinus leucas,21,NA,NA
fb,873,carcharhinus leucas,20,NA,NA
fb,873,carcharhinus leucas,NA,NA,6
fb,874,carcharhinus limbatus,NA,4,NA
fb,874,carcharhinus limbatus,NA,3,4
fb,874,carcharhinus limbatus,7,6,8
fb,874,carcharhinus limbatus,7,NA,NA
fb,875,carcharhinus longimanus,5,4,5
fb,875,carcharhinus longimanus,NA,6,7
fb,875,carcharhinus longimanus,7.360000133514404,NA,NA
fb,878,carcharhinus obscurus,21,21,NA
fb,878,carcharhinus obscurus,NA,14,18
fb,878,carcharhinus obscurus,19,NA,NA
fb,878,carcharhinus obscurus,21,NA,NA
fb,878,carcharhinus obscurus,NA,17,22
fb,878,carcharhinus obscurus,NA,20,23
fb,878,carcharhinus obscurus,NA,19,21
fb,878,carcharhinus obscurus,17.600000381469727,NA,NA
fb,878,carcharhinus obscurus,17.399999618530273,NA,NA
fb,880,carcharhinus plumbeus,12,NA,NA
fb,880,carcharhinus plumbeus,13,NA,NA
fb,880,carcharhinus plumbeus,NA,13,16
fb,880,carcharhinus plumbeus,NA,13,16
fb,880,carcharhinus plumbeus,NA,15,16
fb,880,carcharhinus plumbeus,NA,15,16
fb,881,carcharhinus porosus,6,NA,NA
fb,881,carcharhinus porosus,6,NA,NA
fb,884,carcharhinus sorrah,NA,2,3
fb,884,carcharhinus sorrah,NA,2,3
fb,15721,carcharhinus tilstoni,NA,3,4
fb,15721,carcharhinus tilstoni,NA,3,4
fb,747,carcharias taurus,NA,4,5
fb,747,carcharias taurus,NA,6,NA
fb,751,carcharodon carcharias,NA,12,NA
fb,751,carcharodon carcharias,NA,12,NA
fb,751,carcharodon carcharias,9,8,10
fb,751,carcharodon carcharias,NA,12,NA
fb,751,carcharodon carcharias,NA,12,NA
fb,751,carcharodon carcharias,9,8,10
fb,46477,carlhubbsia kidderi,0.30000001192092896,NA,NA
fb,4775,carpiodes cyprinus,NA,NA,4
fb,16269,caspiosoma caspium,1,NA,NA
fb,2962,catostomus catostomus,NA,5,NA
fb,2962,catostomus catostomus,NA,3,NA
fb,2962,catostomus catostomus,NA,2,NA
fb,2962,catostomus catostomus,NA,9,10
fb,2962,catostomus catostomus,NA,4,5
fb,2962,catostomus catostomus,6,NA,NA
fb,2965,catostomus commersonii,NA,6,NA
fb,2965,catostomus commersonii,NA,2,NA
fb,2975,catostomus platyrhynchus,NA,2,3
fb,2975,catostomus platyrhynchus,NA,2,4
fb,2975,catostomus platyrhynchus,NA,2,4
fb,2975,catostomus platyrhynchus,NA,3,5
fb,3779,cebidichthys violaceus,NA,4,7
fb,14129,centroberyx affinis,NA,4,NA
fb,648,centrophorus granulosus,16.5,NA,NA
fb,648,centrophorus granulosus,39,NA,NA
fb,649,centrophorus harrissoni,NA,23,36
fb,649,centrophorus harrissoni,NA,15,34
fb,653,centrophorus squamosus,44,NA,NA
fb,653,centrophorus squamosus,25,NA,NA
fb,653,centrophorus squamosus,20.799999237060547,NA,NA
fb,653,centrophorus squamosus,15.399999618530272,NA,NA
fb,1013,centropomus ensiferus,NA,3,4
fb,7531,centropomus mexicanus,NA,3,4
fb,1014,centropomus parallelus,NA,3,4
fb,345,centropomus undecimalis,4,3,5
fb,663,centroscymnus crepidater,NA,9,15
fb,6444,cephalopholis boenak,1.7999999523162842,1,NA
fb,6444,cephalopholis boenak,2,1,NA
fb,12,cephalopholis cruentata,3.5,NA,NA
fb,12,cephalopholis cruentata,5.5,NA,NA
fb,548,cetengraulis mysticetus,NA,1,NA
fb,548,cetengraulis mysticetus,1,NA,NA
fb,90,cetorhinus maximus,18,NA,NA
fb,90,cetorhinus maximus,NA,6,7
fb,90,cetorhinus maximus,5,NA,NA
fb,90,cetorhinus maximus,NA,6,13
fb,90,cetorhinus maximus,NA,12,16
fb,90,cetorhinus maximus,NA,16,20
fb,90,cetorhinus maximus,NA,12,16
fb,90,cetorhinus maximus,20,NA,NA
fb,90,cetorhinus maximus,NA,16,20
fb,90,cetorhinus maximus,NA,12,16
fb,66097,cetoscarus ocellatus,5,NA,NA
fb,473,chaenocephalus aceratus,10,NA,NA
fb,473,chaenocephalus aceratus,9,NA,NA
fb,25776,chaetobranchus flavescens,1,NA,NA
fb,25776,chaetobranchus flavescens,1,NA,NA
fb,1024,chaetodipterus faber,NA,0,1
fb,1024,chaetodipterus faber,NA,1,NA
fb,1024,chaetodipterus faber,NA,1,NA
fb,1024,chaetodipterus faber,NA,1,NA
fb,474,champsocephalus gunnari,NA,4,4
fb,474,champsocephalus gunnari,NA,4,4
fb,4799,channa argus,NA,2,3
fb,343,channa striata,2,NA,NA
fb,343,channa striata,NA,2,NA
fb,343,channa striata,1.5,NA,NA
fb,46610,chanodichthys dabryi,NA,4,5
fb,4635,chanodichthys erythropterus,NA,3,4
fb,4635,chanodichthys erythropterus,NA,4,NA
fb,4635,chanodichthys erythropterus,NA,6,7
fb,46706,chanodichthys mongolicus,NA,8,9
fb,46706,chanodichthys mongolicus,5,NA,NA
fb,80,chanos chanos,6,NA,NA
fb,80,chanos chanos,NA,5,7
fb,80,chanos chanos,4.5,NA,NA
fb,80,chanos chanos,8.5,NA,NA
fb,80,chanos chanos,NA,5,9
fb,80,chanos chanos,8.5,NA,NA
fb,80,chanos chanos,4,NA,NA
fb,80,chanos chanos,6.5,NA,NA
fb,80,chanos chanos,4,NA,NA
fb,80,chanos chanos,4.5,NA,NA
fb,80,chanos chanos,NA,3,4
fb,6233,characodon lateralis,0.5,NA,NA
fb,2982,chasmistes brevirostris,NA,4,6
fb,2983,chasmistes cujus,NA,14,17
fb,2984,chasmistes liorus,NA,5,10
fb,5604,cheilinus undulatus,NA,5,7
fb,5504,chelidonichthys capensis,3,2,4
fb,5504,chelidonichthys capensis,NA,NA,5
fb,44,chelidonichthys cuculus,2,NA,NA
fb,44,chelidonichthys cuculus,3.5999999046325684,NA,NA
fb,44,chelidonichthys cuculus,3.5,NA,NA
fb,44,chelidonichthys cuculus,2,NA,NA
fb,44,chelidonichthys cuculus,2,NA,NA
fb,507,chelidonichthys kumu,NA,2,3
fb,5081,chelidonichthys lastoviza,3,NA,NA
fb,1366,chelidonichthys lucerna,3,NA,NA
fb,1366,chelidonichthys lucerna,1.5,NA,NA
fb,1366,chelidonichthys lucerna,2.799999952316284,NA,NA
fb,1366,chelidonichthys lucerna,2.700000047683716,NA,NA
fb,1366,chelidonichthys lucerna,2.799999952316284,NA,NA
fb,7948,chelidonichthys queketti,1.7000000476837158,NA,NA
fb,1735,chelon auratus,4,NA,NA
fb,1735,chelon auratus,3,NA,NA
fb,2499,chelon labrosus,3,NA,NA
fb,2499,chelon labrosus,3,NA,NA
fb,2499,chelon labrosus,NA,2,NA
fb,2499,chelon labrosus,NA,3,NA
fb,4583,chelon ramada,1.899999976158142,NA,NA
fb,4583,chelon ramada,NA,3,5
fb,4583,chelon ramada,NA,3,4
fb,4583,chelon ramada,NA,3,4
fb,4583,chelon ramada,NA,3,4
fb,4583,chelon ramada,NA,2,3
fb,4583,chelon ramada,NA,4,NA
fb,4583,chelon ramada,3,NA,NA
fb,4583,chelon ramada,3,NA,NA
fb,1736,chelon saliens,NA,3,4
fb,1736,chelon saliens,NA,3,4
fb,1736,chelon saliens,NA,2,NA
fb,1736,chelon saliens,NA,3,NA
fb,1736,chelon saliens,2,NA,NA
fb,1736,chelon saliens,2,NA,NA
fb,1736,chelon saliens,3,NA,NA
fb,2503,chimaera monstrosa,NA,11.199999809265137,NA
fb,2078,chitala chitala,2,NA,NA
fb,2078,chitala chitala,3,NA,NA
fb,22773,chlamydogobius eremius,0.5,NA,NA
fb,48351,chondrostoma kubanicum,NA,3,NA
fb,4878,chondrostoma nasus,NA,4,5
fb,47782,chondrostoma oxyrhynchum,NA,2,NA
fb,25871,chondrostoma prespense,NA,2,NA
fb,51797,chondrostoma regium,NA,2,NA
fb,26616,chondrostoma soetta,NA,3,4
fb,47785,chondrostoma variabile,NA,2,3
fb,3646,chromis punctipinnis,2,NA,NA
fb,2926,chrosomus cumberlandensis,NA,1,NA
fb,1290,ciliata mustela,NA,1,NA
fb,1290,ciliata mustela,NA,1,NA
fb,1873,ciliata septentrionalis,1,NA,NA
fb,1873,ciliata septentrionalis,1,NA,NA
fb,49051,cirrhinus molitorella,3,NA,NA
fb,49051,cirrhinus molitorella,3,NA,NA
fb,4215,citharichthys sordidus,2.5,NA,NA
fb,5269,citharinus citharus,3,NA,NA
fb,5269,citharinus citharus,3,NA,NA
fb,2098,clarias agboyiensis,NA,1,NA
fb,2098,clarias agboyiensis,NA,1,NA
fb,3054,clarias batrachus,1,NA,NA
fb,1934,clarias gariepinus,2,NA,NA
fb,1934,clarias gariepinus,2,NA,NA
fb,1934,clarias gariepinus,2,NA,NA
fb,1934,clarias gariepinus,NA,4,6
fb,1934,clarias gariepinus,NA,1,3
fb,8560,cleisthenes herzensteini,NA,5,6
fb,3840,clevelandia ios,1,NA,NA
fb,24,clupea harengus,2.9000000953674316,NA,NA
fb,24,clupea harengus,NA,2,5
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,4,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,4,NA,NA
fb,24,clupea harengus,2.5,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,2,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,24,clupea harengus,5,3,9
fb,24,clupea harengus,NA,3,3
fb,24,clupea harengus,4.289999961853027,NA,NA
fb,24,clupea harengus,3.5799999237060547,NA,NA
fb,24,clupea harengus,4.860000133514404,NA,NA
fb,24,clupea harengus,5,NA,NA
fb,24,clupea harengus,6.5,NA,NA
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,NA,2,4
fb,24,clupea harengus,2,NA,NA
fb,24,clupea harengus,3,2,5
fb,24,clupea harengus,3,NA,4
fb,24,clupea harengus,2,NA,3
fb,24,clupea harengus,2,2,5
fb,24,clupea harengus,4,3,5
fb,24,clupea harengus,3,3,4
fb,24,clupea harengus,4,3,NA
fb,24,clupea harengus,3.450000047683716,NA,NA
fb,24,clupea harengus,1,NA,NA
fb,24,clupea harengus,1.8600000143051147,NA,NA
fb,24,clupea harengus,4.289999961853027,NA,NA
fb,24,clupea harengus,2.7300000190734863,NA,NA
fb,24,clupea harengus,3.1600000858306885,NA,NA
fb,24,clupea harengus,2.7300000190734863,NA,NA
fb,24,clupea harengus,3.1600000858306885,NA,NA
fb,24,clupea harengus,3,NA,NA
fb,1520,clupea pallasii pallasii,3,NA,NA
fb,1520,clupea pallasii pallasii,NA,2,4
fb,1520,clupea pallasii pallasii,NA,2,6
fb,1520,clupea pallasii pallasii,5,NA,NA
fb,1520,clupea pallasii pallasii,5,NA,NA
fb,1520,clupea pallasii pallasii,2,NA,NA
fb,1520,clupea pallasii pallasii,2,NA,NA
fb,1520,clupea pallasii pallasii,4,NA,NA
fb,1520,clupea pallasii pallasii,4,NA,NA
fb,1520,clupea pallasii pallasii,4,NA,NA
fb,1520,clupea pallasii pallasii,4,NA,NA
fb,1520,clupea pallasii pallasii,NA,6,NA
fb,1469,clupeonella abrau,NA,1,NA
fb,1470,clupeonella cultriventris,NA,2,3
fb,12092,cnidoglanis macrocephalus,NA,2,3
fb,12092,cnidoglanis macrocephalus,NA,2,3
fb,49105,cobitis bilineata,NA,2,NA
fb,9957,cobitis calderoni,1,NA,NA
fb,9960,cobitis paludica,NA,1,NA
fb,9960,cobitis paludica,NA,1,NA
fb,9960,cobitis paludica,NA,1,NA
fb,6378,cobitis taenia,2,2,2
fb,6378,cobitis taenia,1,1,1
fb,6378,cobitis taenia,NA,4,NA
fb,6378,cobitis taenia,NA,3,NA
fb,6378,cobitis taenia,NA,3,NA
fb,6378,cobitis taenia,NA,4,NA
fb,6378,cobitis taenia,NA,2,3
fb,6378,cobitis taenia,NA,1,2
fb,625,coilia dussumieri,NA,0.5,0.5799999833106995
fb,303,cololabis saira,NA,2.5,3.5
fb,303,cololabis saira,1,NA,NA
fb,26382,comephorus baikalensis,NA,5,NA
fb,26384,comephorus dybowskii,NA,4,NA
fb,301,conger conger,NA,5,15
fb,2284,copadichromis pleurostigmoides,3,NA,NA
fb,2286,copadichromis quadrimaculatus,3,NA,NA
fb,2286,copadichromis quadrimaculatus,3,NA,NA
fb,2296,copadichromis virginalis,3,NA,NA
fb,1390,coptodon zillii,0.20000000298023224,NA,NA
fb,1390,coptodon zillii,NA,2,3
fb,231,coregonus albula,2,NA,NA
fb,231,coregonus albula,2,NA,NA
fb,231,coregonus albula,NA,2,5
fb,231,coregonus albula,NA,2,3
fb,231,coregonus albula,NA,2,NA
fb,231,coregonus albula,NA,2,NA
fb,235,coregonus artedi,6,NA,NA
fb,235,coregonus artedi,NA,4,NA
fb,235,coregonus artedi,NA,5,NA
fb,235,coregonus artedi,NA,4,NA
fb,49217,coregonus atterensis,NA,4,NA
fb,49217,coregonus atterensis,NA,3,NA
fb,2669,coregonus autumnalis,NA,6,8
fb,2669,coregonus autumnalis,NA,4.5,7.5
fb,2669,coregonus autumnalis,NA,8,NA
fb,2669,coregonus autumnalis,NA,6,NA
fb,49193,coregonus candidus,NA,2,3
fb,49193,coregonus candidus,NA,4,NA
fb,234,coregonus clupeaformis,NA,8,NA
fb,234,coregonus clupeaformis,NA,10,NA
fb,234,coregonus clupeaformis,NA,4,7
fb,234,coregonus clupeaformis,NA,6,NA
fb,234,coregonus clupeaformis,NA,7,NA
fb,234,coregonus clupeaformis,NA,6,NA
fb,49235,coregonus danneri,NA,2,NA
fb,62042,coregonus fontanae,NA,2,NA
fb,2670,coregonus hoyi,NA,2,3
fb,2670,coregonus hoyi,3,NA,NA
fb,2670,coregonus hoyi,3,NA,NA
fb,65381,coregonus kiletz,NA,4,6
fb,232,coregonus lavaretus,NA,4,NA
fb,232,coregonus lavaretus,NA,3,NA
fb,232,coregonus lavaretus,NA,3,4
fb,232,coregonus lavaretus,NA,4,5
fb,232,coregonus lavaretus,NA,2,NA
fb,232,coregonus lavaretus,3,2,4
fb,232,coregonus lavaretus,2,1,3
fb,232,coregonus lavaretus,2,1,2
fb,232,coregonus lavaretus,1,1,2
fb,49271,coregonus lucinensis,NA,2,NA
fb,64639,coregonus lutokka,NA,4,5
fb,48236,coregonus maraena,3,NA,NA
fb,48236,coregonus maraena,NA,2,3
fb,4788,coregonus migratorius,NA,7,NA
fb,12547,coregonus muksun,NA,8.5,12.5
fb,12547,coregonus muksun,NA,6,14
fb,2674,coregonus nasus,NA,7,NA
fb,2674,coregonus nasus,NA,6.5,9.5
fb,2674,coregonus nasus,NA,4,8
fb,2674,coregonus nasus,NA,5,9
fb,2674,coregonus nasus,NA,8,NA
fb,2674,coregonus nasus,NA,7,NA
fb,10113,coregonus nelsonii,NA,3,5
fb,233,coregonus oxyrinchus,NA,2,3
fb,233,coregonus oxyrinchus,3,3,3
fb,49195,coregonus palaea,NA,3,4
fb,49195,coregonus palaea,NA,5,NA
fb,4687,coregonus peled,NA,4.5,7.5
fb,4687,coregonus peled,NA,3,6
fb,2676,coregonus pidschian,NA,4,NA
fb,2676,coregonus pidschian,NA,3,4
fb,2676,coregonus pidschian,NA,4,6
fb,2676,coregonus pidschian,11,NA,NA
fb,2676,coregonus pidschian,14,NA,NA
fb,2676,coregonus pidschian,NA,5,7
fb,2676,coregonus pidschian,NA,3,NA
fb,2676,coregonus pidschian,NA,2,NA
fb,2676,coregonus pidschian,NA,4.5,7.5
fb,2676,coregonus pidschian,NA,4,7
fb,2676,coregonus pidschian,NA,5,8
fb,4646,coregonus pollan,NA,3,4
fb,4646,coregonus pollan,NA,2,NA
fb,49238,coregonus renke,NA,3,NA
fb,2678,coregonus sardinella,NA,2,4
fb,2678,coregonus sardinella,NA,2,3
fb,2678,coregonus sardinella,7,NA,NA
fb,2678,coregonus sardinella,8,NA,NA
fb,2678,coregonus sardinella,NA,3,4
fb,2678,coregonus sardinella,NA,5,NA
fb,2678,coregonus sardinella,NA,6,NA
fb,12540,coregonus tugun,NA,1.5,2.5
fb,12548,coregonus ussuriensis,NA,5,8
fb,12548,coregonus ussuriensis,NA,5,6
fb,49290,coregonus vandesius,NA,2,3
fb,49212,coregonus wartmanni,3,2,3
fb,49212,coregonus wartmanni,NA,2,3
fb,48137,coregonus widegreni,NA,4,5
fb,48137,coregonus widegreni,NA,4,5
fb,48137,coregonus widegreni,NA,3,5
fb,48137,coregonus widegreni,5,NA,NA
fb,48137,coregonus widegreni,NA,4,5
fb,48137,coregonus widegreni,NA,4,5
fb,48137,coregonus widegreni,NA,3,4
fb,48137,coregonus widegreni,NA,4,5
fb,48137,coregonus widegreni,NA,4,6
fb,6191,coreobagrus ichikawai,NA,2,NA
fb,6191,coreobagrus ichikawai,NA,3,NA
fb,58,coris julis,1,NA,NA
fb,6,coryphaena hippurus,NA,0.33000001311302185,NA
fb,6,coryphaena hippurus,NA,0.5,0.5799999833106995
fb,6,coryphaena hippurus,NA,0.33000001311302185,NA
fb,6,coryphaena hippurus,NA,0.5,0.5799999833106995
fb,6,coryphaena hippurus,NA,0.33000001311302185,NA
fb,6,coryphaena hippurus,NA,0.41999998688697815,0.5799999833106995
fb,8467,coryphaenoides acrolepis,NA,4,6
fb,8467,coryphaenoides acrolepis,NA,6,9
fb,8467,coryphaenoides acrolepis,NA,3,6
fb,8473,coryphaenoides cinereus,NA,3,4
fb,8473,coryphaenoides cinereus,NA,4,6
fb,8473,coryphaenoides cinereus,NA,3,5
fb,8473,coryphaenoides cinereus,NA,3,5
fb,8474,coryphaenoides longifilis,NA,5,8
fb,332,coryphaenoides rupestris,10,NA,NA
fb,332,coryphaenoides rupestris,NA,9,11
fb,332,coryphaenoides rupestris,10,NA,NA
fb,4061,cottus aleuticus,NA,3,NA
fb,4068,cottus cognatus,NA,4,NA
fb,4068,cottus cognatus,NA,2,NA
fb,2439,cottus gobio,2,1,3
fb,2439,cottus gobio,2,2,2
fb,2439,cottus gobio,NA,2,4
fb,62359,cottus metae,NA,2,4
fb,62361,cottus microstomus,NA,2,4
fb,62356,cottus perifretum,NA,1,NA
fb,49384,cottus petiti,NA,1,2
fb,8419,cottus poecilopus,NA,2,4
fb,23930,cottus pollux,2,NA,NA
fb,23930,cottus pollux,2,NA,NA
fb,23930,cottus pollux,NA,2,3
fb,62357,cottus rhenanus,NA,2,4
fb,62358,cottus scaturigo,NA,1,NA
fb,2748,couesius plumbeus,NA,3,4
fb,2748,couesius plumbeus,3,NA,NA
fb,2748,couesius plumbeus,NA,2,NA
fb,3098,cryptopsaras couesii,NA,5,NA
fb,60,crystallogobius linearis,1,NA,NA
fb,61,ctenolabrus rupestris,2,NA,NA
fb,79,ctenopharyngodon idella,NA,6,10
fb,79,ctenopharyngodon idella,3,NA,NA
fb,79,ctenopharyngodon idella,NA,1,2
fb,79,ctenopharyngodon idella,NA,6,10
fb,79,ctenopharyngodon idella,NA,2,3
fb,79,ctenopharyngodon idella,NA,1,2
fb,79,ctenopharyngodon idella,5.800000190734863,NA,NA
fb,79,ctenopharyngodon idella,NA,3,4
fb,79,ctenopharyngodon idella,NA,2,3
fb,79,ctenopharyngodon idella,NA,6,7
fb,79,ctenopharyngodon idella,6,4,8
fb,79,ctenopharyngodon idella,NA,7,10
fb,79,ctenopharyngodon idella,NA,4,5
fb,79,ctenopharyngodon idella,NA,4,5
fb,8397,cubiceps caeruleus,NA,1,NA
fb,8397,cubiceps caeruleus,NA,2,NA
fb,3271,culaea inconstans,NA,1,NA
fb,46708,culter alburnus,NA,3,NA
fb,46708,culter alburnus,NA,4,NA
fb,46708,culter alburnus,4,NA,NA
fb,62,cyclopterus lumpus,NA,3,5
fb,62,cyclopterus lumpus,4,3,4
fb,62,cyclopterus lumpus,3,2,3
fb,62,cyclopterus lumpus,NA,5,8
fb,1774,cyclothone braueri,NA,2,NA
fb,6966,cyclothone pallida,3.5,NA,NA
fb,6966,cyclothone pallida,3.5,NA,NA
fb,3626,cymatogaster aggregata,NA,0,NA
fb,3626,cymatogaster aggregata,1,NA,NA
fb,7523,cynoglossus arel,NA,2,NA
fb,4948,cynoglossus canariensis,NA,1.5,NA
fb,4948,cynoglossus canariensis,2,NA,NA
fb,14024,cynoscion albus,6,5,9
fb,405,cynoscion nebulosus,NA,1,NA
fb,14026,cynoscion othonopterus,2.0999999046325684,2,NA
fb,14026,cynoscion othonopterus,2,2,NA
fb,406,cynoscion regalis,NA,0,1
fb,406,cynoscion regalis,NA,0,1
fb,406,cynoscion regalis,NA,0,1
fb,406,cynoscion regalis,NA,0,1
fb,407,cynoscion striatus,NA,3,NA
fb,48064,cyphocottus megalops,NA,5,NA
fb,2903,cyprinella spiloptera,NA,1,3
fb,1450,cyprinus carpio,NA,3,4
fb,1450,cyprinus carpio,NA,1,NA
fb,1450,cyprinus carpio,NA,0.5,NA
fb,1450,cyprinus carpio,NA,1.399999976158142,NA
fb,1450,cyprinus carpio,NA,3,4
fb,1450,cyprinus carpio,NA,1,1.5
fb,1450,cyprinus carpio,NA,1,NA
fb,1450,cyprinus carpio,NA,0.20000000298023224,0.30000001192092896
fb,1450,cyprinus carpio,NA,1,1.5
fb,1450,cyprinus carpio,NA,1,1.5
fb,1450,cyprinus carpio,NA,2,5
fb,1450,cyprinus carpio,0.5,NA,NA
fb,1450,cyprinus carpio,1,NA,NA
fb,1450,cyprinus carpio,NA,3,5
fb,1450,cyprinus carpio,NA,2,4
fb,1450,cyprinus carpio,2,NA,NA
fb,1450,cyprinus carpio,NA,3,NA
fb,1450,cyprinus carpio,NA,3,NA
fb,1450,cyprinus carpio,NA,3,3
fb,1450,cyprinus carpio,NA,3,4
fb,1450,cyprinus carpio,3,NA,NA
fb,1450,cyprinus carpio,2,NA,NA
fb,1450,cyprinus carpio,NA,1,2
fb,1450,cyprinus carpio,1,1,2
fb,1450,cyprinus carpio,NA,3,5
fb,1450,cyprinus carpio,NA,4,6
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,1,NA
fb,1450,cyprinus carpio,NA,2,NA
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,3,NA
fb,1450,cyprinus carpio,NA,5,NA
fb,1450,cyprinus carpio,2,2,3
fb,1450,cyprinus carpio,2.5,2,5
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,NA,2,3
fb,1450,cyprinus carpio,3,1,11
fb,1450,cyprinus carpio,4,1,11
fb,1450,cyprinus carpio,NA,2,4
fb,1450,cyprinus carpio,NA,3,5
fb,10676,cyttus traversi,5.199999809265137,NA,NA
fb,10676,cyttus traversi,6.300000190734863,NA,NA
fb,669,dalatias licha,NA,15.5,21.5
fb,2705,dallia pectoralis,NA,2,3
fb,4653,danio rerio,0.8299999833106995,NA,NA
fb,4653,danio rerio,0.20000000298023224,NA,NA
fb,4653,danio rerio,0.20000000298023224,NA,NA
fb,670,deania calceus,25,NA,NA
fb,1938,decapterus macrosoma,3,NA,NA
fb,994,decapterus punctatus,NA,0.33000001311302185,0.4099999964237213
fb,374,decapterus russelli,3,NA,NA
fb,6179,deltistes luxatus,NA,4,9
fb,4539,dentex canariensis,2,NA,NA
fb,439,dentex dentex,2.200000047683716,2,3
fb,439,dentex dentex,NA,2,3
fb,438,dentex macrophthalmus,2,NA,NA
fb,438,dentex macrophthalmus,NA,2,NA
fb,4465,diagramma pictum,NA,3,NA
fb,4465,diagramma pictum,NA,4,NA
fb,6590,diaphus dumerilii,0.699999988079071,NA,NA
fb,2732,diaphus theta,NA,1,NA
fb,10268,diaphus watasei,1.399999976158142,NA,NA
fb,63,dicentrarchus labrax,4,NA,NA
fb,63,dicentrarchus labrax,2,NA,NA
fb,63,dicentrarchus labrax,4,NA,NA
fb,63,dicentrarchus labrax,2,NA,NA
fb,63,dicentrarchus labrax,NA,3,NA
fb,63,dicentrarchus labrax,NA,4,7
fb,63,dicentrarchus labrax,NA,4,7
fb,63,dicentrarchus labrax,NA,5,8
fb,1203,diplectrum formosum,1.0099999904632568,NA,NA
fb,1203,diplectrum formosum,1.1299999952316284,NA,NA
fb,1752,diplodus annularis,1,NA,NA
fb,1752,diplodus annularis,2,NA,NA
fb,1752,diplodus annularis,1,NA,NA
fb,1752,diplodus annularis,NA,2,NA
fb,1752,diplodus annularis,NA,1,NA
fb,1752,diplodus annularis,NA,2,3
fb,1752,diplodus annularis,NA,2,3
fb,6004,diplodus capensis,3,NA,NA
fb,6004,diplodus capensis,3,NA,NA
fb,7932,diplodus hottentotus,6,NA,NA
fb,7932,diplodus hottentotus,6,NA,NA
fb,1753,diplodus sargus,NA,4,NA
fb,1753,diplodus sargus,NA,3,NA
fb,1753,diplodus sargus,2.119999885559082,NA,NA
fb,1753,diplodus sargus,2,NA,NA
fb,1753,diplodus sargus,4,NA,NA
fb,1753,diplodus sargus,4,NA,NA
fb,1753,diplodus sargus,4,NA,NA
fb,1753,diplodus sargus,4,NA,NA
fb,1754,diplodus vulgaris,2,NA,NA
fb,2058,dipturus batis,11,NA,NA
fb,51636,dipturus chilensis,12.800000190734863,10,NA
fb,51636,dipturus chilensis,13.5,11,NA
fb,51636,dipturus chilensis,10.300000190734863,7,NA
fb,51636,dipturus chilensis,10.739999771118164,7,NA
fb,13145,dipturus innominatus,8,NA,NA
fb,13145,dipturus innominatus,13,NA,NA
fb,22831,diptychus maculatus,NA,7,NA
fb,467,dissostichus eleginoides,NA,6,8
fb,7039,dissostichus mawsoni,NA,NA,8
fb,7039,dissostichus mawsoni,12.800000190734863,9.300000190734863,16.100000381469727
fb,7039,dissostichus mawsoni,16.600000381469727,9.300000190734863,23.899999618530273
fb,7039,dissostichus mawsoni,16.600000381469727,NA,NA
fb,7039,dissostichus mawsoni,12.800000190734863,NA,NA
fb,1604,dorosoma cepedianum,2,NA,NA
fb,1604,dorosoma cepedianum,2,NA,NA
fb,1604,dorosoma cepedianum,NA,2,3
fb,1604,dorosoma cepedianum,NA,2,3
fb,1606,dorosoma petenense,NA,1,2
fb,1606,dorosoma petenense,NA,2,3
fb,12931,dules auriga,2.2899999618530273,NA,NA
fb,12931,dules auriga,2.2899999618530273,NA,NA
