spec_code,species,db,length,length_female,common_length,common_length_f
7255,callogobius hasseltii,fb,7.300000190734863,NA,NA,NA
27560,callogobius hastatus,fb,7.5,NA,NA,NA
7206,callogobius maculipinnis,fb,6.800000190734863,NA,NA,NA
52419,callogobius mucosus,fb,11,NA,NA,NA
7207,callogobius okinawae,fb,5,NA,NA,NA
68376,callogobius pilosimentum,fb,6.699999809265137,3.640000104904175,NA,NA
7256,callogobius plumatus,fb,3.900000095367432,NA,NA,NA
56130,callogobius producta,fb,7,NA,NA,NA
7257,callogobius sclateri,fb,7,NA,NA,NA
25236,callogobius seshaiyai,fb,3.5,NA,NA,NA
64546,callogobius sheni,fb,2.8399999141693115,NA,NA,NA
23653,callogobius snelliusi,fb,3.299999952316284,NA,NA,NA
27413,callogobius stellatus,fb,4.300000190734863,NA,NA,NA
69167,callogobius swifti,fb,2.3399999141693115,1.9900000095367432,NA,NA
23655,callogobius tanegasimae,fb,5.5,NA,NA,NA
61574,callopanchax huwaldi,fb,6.650000095367432,NA,NA,NA
9768,callopanchax monroviae,fb,8,NA,NA,NA
9772,callopanchax occidentalis,fb,8,NA,NA,NA
65480,callopanchax sidibeorum,fb,5.989999771118164,5.900000095367432,NA,NA
9797,callopanchax toddi,fb,8,NA,NA,NA
12655,calloplesiops altivelis,fb,20,NA,NA,NA
49448,calloplesiops argus,fb,16,NA,NA,NA
8399,callorhinchus callorynchus,fb,89.19999694824219,NA,70,NA
167,callorhinchus capensis,fb,122,NA,NA,NA
4722,callorhinchus milii,fb,125,NA,75,NA
12115,calophysus macropterus,fb,40,NA,NA,NA
4355,calotomus carolinus,fb,54,NA,NA,NA
4356,calotomus japonicus,fb,39,NA,NA,NA
4357,calotomus spinidens,fb,30,NA,NA,NA
4358,calotomus viridescens,fb,21,NA,NA,NA
4359,calotomus zonarchus,fb,33,NA,NA,NA
65463,calumia eilperinae,fb,2.069999933242798,2.2100000381469727,NA,NA
13765,calumia godeffroyi,fb,3.5999999046325684,NA,NA,NA
65464,calumia papuensis,fb,3.069999933242798,NA,NA,NA
27574,calumia profunda,fb,2.200000047683716,NA,NA,NA
6244,campellolebias brucei,fb,4.5,NA,NA,NA
49627,campellolebias chrysolineatus,fb,5,NA,NA,NA
49631,campellolebias dorsimaculatus,fb,4,NA,NA,NA
46109,campichthys galei,fb,5.449999809265137,NA,NA,NA
46111,campichthys nanus,fb,2.5,NA,NA,NA
46123,campichthys tricarinatus,fb,4.400000095367432,NA,NA,NA
46112,campichthys tryoni,fb,7.199999809265137,NA,NA,NA
1894,campogramma glaycos,fb,60,NA,58,NA
2743,campostoma anomalum,fb,22,NA,18.700000762939453,NA
2744,campostoma oligolepis,fb,22,NA,12,NA
2745,campostoma ornatum,fb,16,NA,8.25,NA
10149,campostoma pauciradii,fb,16,NA,NA,NA
67386,campostoma spadiceum,fb,17,NA,NA,NA
10838,campylomormyrus alces,fb,36,NA,NA,NA
10840,campylomormyrus bredoi,fb,37,NA,NA,NA
10841,campylomormyrus cassaicus,fb,20,NA,NA,NA
10843,campylomormyrus christyi,fb,37.5,NA,NA,NA
67417,campylomormyrus compressirostris,fb,19,NA,NA,NA
10844,campylomormyrus curvirostris,fb,40.5,NA,NA,NA
10845,campylomormyrus elephas,fb,40,NA,NA,NA
10846,campylomormyrus luapulaensis,fb,22,NA,NA,NA
10847,campylomormyrus mirus,fb,47,NA,NA,NA
10849,campylomormyrus numenius,fb,65,NA,NA,NA
10850,campylomormyrus orycteropus,fb,32,NA,NA,NA
10852,campylomormyrus phantasticus,fb,37,NA,NA,NA
10854,campylomormyrus rhynchophorus,fb,22,NA,NA,NA
5076,campylomormyrus tamandua,fb,43,NA,NA,NA
10855,campylomormyrus tshokwe,fb,29.5,NA,NA,NA
16984,cancelloxus burrelli,fb,12,NA,NA,NA
16991,cancelloxus elongatus,fb,5,NA,NA,NA
59428,cancelloxus longior,fb,9.050000190734863,12.100000381469727,NA,NA
17304,candidia barbata,fb,14.880000114440918,NA,NA,NA
64818,candidia pingtungensis,fb,11.43000030517578,NA,NA,NA
66328,cantherhines cerinus,fb,12,NA,NA,NA
5836,cantherhines dumerilii,fb,38,NA,25,NA
7842,cantherhines fronticinctus,fb,25,NA,NA,NA
54607,cantherhines longicaudus,fb,NA,13.199999809265137,NA,NA
4277,cantherhines macrocerus,fb,46,NA,NA,NA
6635,cantherhines pardalis,fb,25,NA,15,NA
1082,cantherhines pullus,fb,20,NA,14,NA
54610,cantherhines rapanui,fb,20,NA,NA,NA
7835,cantherhines sandwichiensis,fb,19.299999237060547,NA,NA,NA
55003,cantherhines tiki,fb,13.350000381469728,NA,NA,NA
12601,cantherhines verecundus,fb,12.5,NA,NA,NA
13778,cantheschenia grandisquamis,fb,26,NA,NA,NA
27515,cantheschenia longipinnis,fb,14.5,NA,NA,NA
46433,canthidermis macrolepis,fb,60,NA,NA,NA
4278,canthidermis maculata,fb,50,NA,35,NA
4279,canthidermis sufflamen,fb,65,NA,NA,NA
7840,canthigaster amboinensis,fb,15,NA,NA,NA
65366,canthigaster axiologus,fb,10.100000381469728,NA,NA,NA
6541,canthigaster bennetti,fb,10,NA,NA,NA
12770,canthigaster callisterna,fb,23,NA,NA,NA
6542,canthigaster compressa,fb,12,NA,NA,NA
7845,canthigaster coronata,fb,11,NA,NA,NA
67437,canthigaster criobe,fb,3.869999885559082,NA,NA,NA
54886,canthigaster cyanetron,fb,7.099999904632568,NA,NA,NA
65363,canthigaster cyanospilota,fb,10.399999618530272,NA,NA,NA
7846,canthigaster epilampra,fb,12,NA,NA,NA
61201,canthigaster figueiredoi,fb,12,NA,NA,NA
55010,canthigaster inframacula,fb,7.599999904632568,NA,NA,NA
7844,canthigaster jactator,fb,9,NA,NA,NA
61202,canthigaster jamestyleri,fb,8.520000457763672,NA,NA,NA
6543,canthigaster janthinoptera,fb,9,NA,NA,NA
6545,canthigaster leoparda,fb,7.5,NA,NA,NA
12778,canthigaster margaritata,fb,31.200000762939453,NA,NA,NA
55005,canthigaster marquesensis,fb,7.099999904632568,NA,NA,NA
61396,canthigaster natalensis,fb,8.600000381469727,NA,NA,NA
12684,canthigaster ocellicincta,fb,7.5,NA,NA,NA
55072,canthigaster papua,fb,10,NA,NA,NA
67511,canthigaster petersii,fb,9,NA,NA,NA
14159,canthigaster punctatissima,fb,9,NA,NA,NA
25414,canthigaster pygmaea,fb,5.599999904632568,NA,NA,NA
55008,canthigaster rapaensis,fb,7.800000190734863,NA,NA,NA
6668,canthigaster rivulata,fb,18,NA,NA,NA
4291,canthigaster rostrata,fb,12,NA,NA,NA
55073,canthigaster sanctaehelenae,fb,6.710000038146973,NA,NA,NA
12768,canthigaster smithae,fb,13,NA,NA,NA
6578,canthigaster solandri,fb,11.5,NA,NA,NA
61203,canthigaster supramacula,fb,3.900000095367432,NA,NA,NA
12829,canthigaster tyleri,fb,9,NA,NA,NA
6544,canthigaster valentini,fb,11,NA,NA,NA
24686,canthophrys gongota,fb,13,NA,NA,NA
56223,capoeta aculeata,fb,37.29999923706055,NA,NA,NA
63098,capoeta angorae,fb,43,NA,NA,NA
9631,capoeta antalyensis,fb,34,NA,NA,NA
68540,capoeta aydinensis,fb,23.399999618530273,NA,NA,NA
62916,capoeta baliki,fb,25.399999618530273,NA,NA,NA
62914,capoeta banarescui,fb,40,NA,NA,NA
54826,capoeta barroisi,fb,48,NA,NA,NA
63099,capoeta bergamae,fb,19.799999237060547,NA,NA,NA
55303,capoeta buhsei,fb,25.38999938964844,NA,8.600000381469727,NA
65186,capoeta caelestis,fb,19.600000381469727,NA,NA,NA
13157,capoeta capoeta,fb,41,NA,NA,NA
11629,capoeta capoetoides,fb,11.699999809265137,NA,NA,NA
67903,capoeta coadi,fb,19.469999313354492,NA,NA,NA
26487,capoeta damascina,fb,50,NA,29,NA
62754,capoeta ekmekciae,fb,28,NA,NA,NA
64790,capoeta erhani,fb,28,NA,NA,NA
68535,capoeta ferdowsii,fb,13.84000015258789,NA,NA,NA
55343,capoeta fusca,fb,12.100000381469728,NA,NA,NA
64660,capoeta gracilis,fb,35,NA,NA,NA
63100,capoeta kosswigi,fb,15,NA,NA,NA
67905,capoeta mandica,fb,13,NA,NA,NA
65280,capoeta mauricii,fb,44,NA,NA,NA
56224,capoeta pestai,fb,21.799999237060547,NA,NA,NA
68536,capoeta pyragyi,fb,15.579999923706056,NA,NA,NA
68539,capoeta razii,fb,18.420000076293945,NA,NA,NA
67906,capoeta saadii,fb,23.100000381469727,NA,NA,NA
8725,capoeta sevangi,fb,68,NA,38,NA
68537,capoeta shajariani,fb,20.31999969482422,NA,NA,NA
48164,capoeta sieboldii,fb,45.5,NA,NA,NA
48163,capoeta tinca,fb,36,NA,NA,NA
54717,capoeta trutta,fb,48.5,NA,NA,NA
64799,capoeta turani,fb,15.100000381469728,NA,NA,NA
63654,capoeta umbla,fb,40,NA,NA,NA
22833,capoetobrama kuschakewitschi,fb,21,NA,NA,NA
2262,caprichromis liemi,fb,19.100000381469727,NA,NA,NA
2261,caprichromis orthognathus,fb,19.5,NA,NA,NA
14564,caprichthys gymnura,fb,11,NA,NA,NA
69010,caprodon affinis,fb,27.399999618530273,NA,NA,NA
61254,caprodon krasyukovae,fb,47,NA,NA,NA
15086,caprodon longimanus,fb,55,NA,30,NA
13007,caprodon schlegelii,fb,35,25,NA,NA
69009,caprodon unicolor,fb,22.799999237060547,NA,NA,NA
49232,capromimus abbreviatus,fb,10,NA,NA,NA
14566,capropygia unistriata,fb,12,NA,NA,NA
54,capros aper,fb,30,NA,13,NA
46738,caquetaia kraussii,fb,26,NA,NA,NA
46743,caquetaia myersi,fb,19,NA,NA,NA
25746,caquetaia spectabilis,fb,19,NA,NA,NA
7873,caracanthus maculatus,fb,5,NA,NA,NA
16871,caracanthus madagascariensis,fb,5,NA,NA,NA
52705,caracanthus typicus,fb,2.9000000953674316,NA,NA,NA
12899,caracanthus unipinna,fb,5,NA,NA,NA
25266,caragobius burmanicus,fb,10,NA,NA,NA
25121,caragobius urolepis,fb,8.5,NA,NA,NA
14337,caraibops trispinosus,fb,11.5,NA,NA,NA
2642,caralophia loxochila,fb,46,NA,NA,NA
1916,carangoides armatus,fb,58,NA,30,NA
1923,carangoides bajad,fb,55,NA,42,NA
4441,carangoides chrysophrys,fb,72,NA,65,NA
53230,carangoides ciliarius,fb,60.959999084472656,NA,NA,NA
1924,carangoides coeruleopinnatus,fb,41,NA,30,NA
1925,carangoides dinema,fb,85,NA,35,NA
1920,carangoides equula,fb,50,NA,20,NA
1921,carangoides ferdau,fb,70,NA,30,NA
1926,carangoides fulvoguttatus,fb,120,NA,90,NA
1905,carangoides gymnostethus,fb,90,NA,90,NA
1907,carangoides hedlandensis,fb,32,NA,NA,NA
1914,carangoides humerosus,fb,25,NA,NA,NA
4443,carangoides malabaricus,fb,60,NA,30,NA
1908,carangoides oblongus,fb,46,NA,NA,NA
1909,carangoides orthogrammus,fb,75,NA,40,NA
1915,carangoides otrynter,fb,60,NA,30,NA
1910,carangoides plagiotaenia,fb,50,NA,30,NA
1911,carangoides praeustus,fb,25,NA,16,NA
1912,carangoides talamparoides,fb,51,NA,50,NA
1913,caranx bartholomaei,fb,100,NA,50,NA
1896,caranx bucculentus,fb,66,NA,NA,NA
1900,caranx caballus,fb,55,NA,40,NA
1901,caranx caninus,fb,101,NA,60,NA
1933,caranx crysos,fb,70,NA,40,NA
63514,caranx fischeri,fb,53,NA,NA,NA
1898,caranx heberi,fb,88,NA,30,NA
71,caranx hippos,fb,124,NA,75,NA
1895,caranx ignobilis,fb,170,NA,100,NA
1935,caranx latus,fb,101,NA,60,NA
1936,caranx lugubris,fb,100,NA,70,NA
1906,caranx melampygus,fb,117,NA,60,NA
6360,caranx papuensis,fb,88,NA,55,NA
1899,caranx rhonchus,fb,60,NA,35,NA
1918,caranx ruber,fb,73,NA,50,NA
1897,caranx senegallus,fb,100,NA,50,NA
1917,caranx sexfasciatus,fb,120,NA,60,NA
1928,caranx tille,fb,80,NA,50,NA
1919,caranx vinctus,fb,37,NA,20,NA
1785,carapus acus,fb,20.799999237060547,NA,NA,NA
3128,carapus bermudensis,fb,20,NA,NA,NA
46087,carapus dubius,fb,15,NA,12,NA
16791,carapus mourlani,fb,17,NA,NA,NA
52454,carapus sluiteri,fb,NA,10,NA,NA
27863,carasobarbus apoensis,fb,28.799999237060547,NA,NA,NA
26489,carasobarbus canis,fb,45,66,25,NA
54715,carasobarbus chantrei,fb,56.099998474121094,NA,NA,NA
27866,carasobarbus exulatus,fb,28.799999237060547,NA,NA,NA
11354,carasobarbus fritschii,fb,18,NA,NA,NA
11355,carasobarbus harterti,fb,25,NA,NA,NA
54809,carasobarbus kosswigi,fb,15,NA,NA,NA
54718,carasobarbus luteus,fb,35,NA,NA,NA
68138,carasobarbus moulouyensis,fb,11,NA,NA,NA
46472,carasobarbus sublimus,fb,11.529999732971191,NA,NA,NA
271,carassius auratus,fb,48,NA,10,NA
270,carassius carassius,fb,64,NA,15,NA
17296,carassius cuvieri,fb,35,NA,NA,NA
6376,carassius gibelio,fb,46.599998474121094,NA,20,NA
23615,carassius langsdorfii,fb,39,NA,NA,NA
68593,carassius praecipuus,fb,6.199999809265137,NA,NA,NA
857,carcharhinus acronotus,fb,200,NA,NA,NA
858,carcharhinus albimarginatus,fb,300,NA,200,NA
859,carcharhinus altimus,fb,300,NA,250,NA
860,carcharhinus amblyrhynchoides,fb,161,167,NA,NA
861,carcharhinus amblyrhynchos,fb,255,172,NA,NA
862,carcharhinus amboinensis,fb,280,NA,NA,NA
863,carcharhinus borneensis,fb,70,NA,NA,NA
864,carcharhinus brachyurus,fb,325,NA,NA,NA
865,carcharhinus brevipinna,fb,300,NA,250,NA
866,carcharhinus cautus,fb,150,150,NA,NA
66939,carcharhinus cerdale,fb,140,NA,NA,NA
67451,carcharhinus coatesi,fb,87,88,NA,NA
867,carcharhinus dussumieri,fb,121,NA,NA,NA
868,carcharhinus falciformis,fb,350,NA,250,NA
869,carcharhinus fitzroyensis,fb,135,NA,NA,NA
870,carcharhinus galapagensis,fb,370,NA,300,NA
871,carcharhinus hemiodon,fb,200,NA,NA,NA
67430,carcharhinus humani,fb,84.4000015258789,NA,NA,NA
872,carcharhinus isodon,fb,190,NA,NA,NA
9378,carcharhinus leiodon,fb,75,NA,NA,NA
873,carcharhinus leucas,fb,360,400,260,NA
874,carcharhinus limbatus,fb,275,NA,150,NA
875,carcharhinus longimanus,fb,400,NA,270,NA
876,carcharhinus macloti,fb,110,NA,NA,NA
877,carcharhinus melanopterus,fb,200,NA,NA,NA
878,carcharhinus obscurus,fb,420,NA,250,NA
69201,carcharhinus obsoletus,fb,NA,43.29999923706055,NA,NA
879,carcharhinus perezii,fb,300,295,NA,NA
880,carcharhinus plumbeus,fb,180,250,200,NA
881,carcharhinus porosus,fb,150,NA,90,NA
882,carcharhinus sealei,fb,100,84.5999984741211,NA,NA
883,carcharhinus signatus,fb,280,NA,200,NA
884,carcharhinus sorrah,fb,160,NA,NA,NA
15721,carcharhinus tilstoni,fb,200,NA,NA,NA
67456,carcharhinus tjutjot,fb,93.6999969482422,91.80000305175781,NA,NA
747,carcharias taurus,fb,330,NA,250,NA
751,carcharodon carcharias,fb,640,NA,NA,NA
8153,cardiopharynx schoutedeni,fb,15,NA,NA,NA
56135,careproctus acaecus,fb,NA,5.5,NA,NA
24130,careproctus acanthodes,fb,10.699999809265137,NA,NA,NA
51864,careproctus aciculipunctatus,fb,NA,21,NA,NA
56165,careproctus acifer,fb,10.800000190734863,NA,NA,NA
56187,careproctus aculeolatus,fb,NA,11.399999618530273,NA,NA
23305,careproctus albescens,fb,23,NA,NA,NA
69344,careproctus ambustus,fb,41,NA,NA,NA
58806,careproctus ampliceps,fb,NA,10.199999809265137,NA,NA
56166,careproctus atakamensis,fb,4.650000095367432,NA,NA,NA
56118,careproctus atrans,fb,7.5,NA,NA,NA
56116,careproctus aureomarginatus,fb,NA,6,NA,NA
24124,careproctus bathycoetus,fb,16,NA,NA,NA
50405,careproctus batialis,fb,16,NA,NA,NA
51485,careproctus bowersianus,fb,NA,15.600000381469727,NA,NA
69310,careproctus brevipectoralis,fb,15,NA,NA,NA
51477,careproctus canus,fb,15.899999618530272,15.399999618530273,NA,NA
68926,careproctus carinatus,fb,NA,13.100000381469727,NA,NA
58815,careproctus catherinae,fb,21.600000381469727,19.200000762939453,NA,NA
24141,careproctus colletti,fb,44,NA,27,NA
64561,careproctus comus,fb,9.859999656677246,NA,NA,NA
54875,careproctus continentalis,fb,NA,6.199999809265137,NA,NA
64562,careproctus crozetensis,fb,10.029999732971191,NA,NA,NA
51489,careproctus curilanus,fb,6.400000095367432,NA,NA,NA
24125,careproctus cyclocephalus,fb,29,NA,NA,NA
24127,careproctus cypselurus,fb,32.29999923706055,NA,NA,NA
62665,careproctus derjugini,fb,NA,21.700000762939453,NA,NA
64474,careproctus discoveryae,fb,6.989999771118164,NA,NA,NA
50723,careproctus ectenes,fb,NA,6.400000095367432,NA,NA
64563,careproctus faunus,fb,10.1899995803833,NA,NA,NA
51460,careproctus filamentosus,fb,6.699999809265137,18,NA,NA
24126,careproctus furcellus,fb,54,NA,NA,NA
25161,careproctus gilberti,fb,8.899999618530273,NA,NA,NA
69315,careproctus globulus,fb,4.300000190734863,NA,NA,NA
24120,careproctus homopterus,fb,4.300000190734863,NA,NA,NA
58566,careproctus hyaleius,fb,NA,12.300000190734863,NA,NA
56186,careproctus inflexidens,fb,NA,22,NA,NA
67402,careproctus kamikawai,fb,NA,17.5,NA,NA
68924,careproctus karaensis,fb,14.199999809265137,NA,NA,NA
63866,careproctus kidoi,fb,NA,9.5,NA,NA
62666,careproctus knipowitschi,fb,18.5,NA,NA,NA
69311,careproctus laperousei,fb,12,NA,NA,NA
67463,careproctus latiosus,fb,NA,9.75,NA,NA
51430,careproctus longifilis,fb,12.600000381469728,16.200000762939453,NA,NA
56201,careproctus longipectoralis,fb,16.81999969482422,NA,NA,NA
62669,careproctus longipinnis,fb,27,22.100000381469727,NA,NA
67403,careproctus lycopersicus,fb,13.300000190734863,17.200000762939453,NA,NA
24123,careproctus macrodiscus,fb,44,NA,NA,NA
62664,careproctus macrophthalmus,fb,10.899999618530272,NA,NA,NA
64564,careproctus maculosus,fb,NA,4.599999904632568,NA,NA
51622,careproctus marginatus,fb,NA,23.5,NA,NA
4179,careproctus melanurus,fb,54,NA,36,NA
57255,careproctus merretti,fb,20.5,NA,NA,NA
68927,careproctus mica,fb,7.800000190734863,NA,NA,NA
51435,careproctus microstomus,fb,15.300000190734863,19.700000762939453,NA,NA
51488,careproctus mollis,fb,NA,7.400000095367432,NA,NA
67462,careproctus moskalevi,fb,NA,9,NA,NA
66705,careproctus narilobus,fb,NA,16.299999237060547,NA,NA
51404,careproctus nigricans,fb,17.299999237060547,NA,NA,NA
66330,careproctus notosaikaiensis,fb,18.190000534057617,NA,NA,NA
55216,careproctus novaezelandiae,fb,5.5,9.5,NA,NA
25263,careproctus oregonensis,fb,15.300000190734863,NA,NA,NA
25166,careproctus ovigerus,fb,43.099998474121094,NA,NA,NA
59755,careproctus parvidiscus,fb,17.700000762939453,NA,NA,NA
59669,careproctus paxtoni,fb,NA,14.399999618530273,NA,NA
66706,careproctus pellucicauda,fb,12.600000381469728,NA,NA,NA
56200,careproctus profundicola,fb,14.100000381469728,NA,NA,NA
69314,careproctus pulcher,fb,11,10,NA,NA
47402,careproctus pycnosoma,fb,NA,7.900000095367432,NA,NA
54217,careproctus ranula,fb,8.100000381469727,NA,NA,NA
24131,careproctus rastrinus,fb,51,NA,NA,NA
15500,careproctus reinhardti,fb,30,NA,NA,NA
24117,careproctus rhodomelas,fb,12,NA,NA,NA
68923,careproctus rosa,fb,14.300000190734863,NA,NA,NA
24142,careproctus roseofuscus,fb,35,NA,NA,NA
63762,careproctus rotundifrons,fb,10.779999732971191,104.4000015258789,NA,NA
24119,careproctus segaliensis,fb,6.900000095367432,NA,NA,NA
27968,careproctus simus,fb,18.600000381469727,NA,14,NA
24118,careproctus sinensis,fb,5.900000095367432,NA,NA,NA
62285,careproctus solidus,fb,NA,11.75,NA,NA
64565,careproctus stigmatogenus,fb,NA,4.699999809265137,NA,NA
68995,careproctus surugaensis,fb,NA,8.260000228881836,NA,NA
62667,careproctus tapirus,fb,12.699999809265137,13.899999618530273,NA,NA
62668,careproctus telescopus,fb,NA,14,NA,NA
24128,careproctus trachysoma,fb,31,NA,NA,NA
51484,careproctus zachirus,fb,32,NA,22,NA
58204,carinotetraodon borneensis,fb,4.400000095367432,NA,NA,NA
58201,carinotetraodon irrubesco,fb,4.400000095367432,NA,NA,NA
25169,carinotetraodon lorteti,fb,6,NA,NA,NA
27253,carinotetraodon salivator,fb,4,NA,NA,NA
25293,carinotetraodon travancoricus,fb,3.5,NA,NA,NA
67588,caristius barsukovi,fb,19.799999237060547,21.600000381469727,NA,NA
67662,caristius digitus,fb,18.5,NA,NA,NA
16894,caristius fasciatus,fb,30,NA,NA,NA
67616,caristius litvinovi,fb,13,NA,NA,NA
11831,caristius macropus,fb,32,NA,NA,NA
67664,caristius meridionalis,fb,26.700000762939453,NA,NA,NA
67617,caristius walvisensis,fb,12.899999618530272,NA,NA,NA
53046,carlana eigenmanni,fb,5.389999866485596,NA,NA,NA
4928,carlarius heudelotii,fb,83,NA,35,NA
4946,carlarius parkii,fb,75,NA,40,NA
46477,carlhubbsia kidderi,fb,5,6,NA,NA
46479,carlhubbsia stuarti,fb,5.5,4.5,NA,NA
10733,carnegiella marthae,fb,2.809999942779541,NA,NA,NA
11901,carnegiella myersi,fb,2.1500000953674316,NA,NA,NA
11902,carnegiella schereri,fb,2.5999999046325684,NA,NA,NA
10736,carnegiella strigata,fb,3.490000009536743,NA,NA,NA
2957,carpiodes carpio,fb,64,NA,34.25,NA
4775,carpiodes cyprinus,fb,66,NA,52.04999923706055,NA
2959,carpiodes velifer,fb,50,NA,26.549999237060547,NA
59330,carrigobius amblyrhynchus,fb,4,NA,NA,NA
65524,caspiomyzon graecus,fb,18.899999618530273,NA,NA,NA
25843,caspiomyzon hellenicus,fb,18.899999618530273,NA,NA,NA
8718,caspiomyzon wagneri,fb,55.29999923706055,NA,36,37
16269,caspiosoma caspium,fb,4.5,NA,NA,NA
64828,castleichthys auritus,fb,NA,28.799999237060547,NA,NA
8177,cataetyx alleni,fb,12,NA,NA,NA
8998,cataetyx bruuni,fb,10,NA,NA,NA
16795,cataetyx chthamalorhynchus,fb,36,NA,NA,NA
10248,cataetyx laticeps,fb,65,NA,NA,NA
7601,cataetyx lepidogenys,fb,13,NA,NA,NA
51199,cataetyx messieri,fb,27.549999237060547,NA,NA,NA
63336,cataetyx nielseni,fb,18,NA,NA,NA
23240,cataetyx platyrhynchus,fb,57,NA,NA,NA
56420,cataetyx rubrirostris,fb,15.699999809265137,NA,NA,NA
55192,cataetyx simus,fb,63.20000076293945,NA,NA,NA
57933,catathyridium garmani,fb,17,NA,NA,NA
60325,catathyridium grandirivi,fb,11.5,NA,NA,NA
23473,catathyridium jenynsii,fb,23.700000762939453,NA,NA,NA
57583,catathyridium lorentzii,fb,5.400000095367432,NA,NA,NA
60633,catesbya pseudomuraena,fb,13.949999809265137,NA,NA,NA
51594,cathorops agassizii,fb,22.5,NA,NA,NA
54279,cathorops aguadulce,fb,22.700000762939453,NA,NA,NA
51595,cathorops arenatus,fb,25,NA,NA,NA
63689,cathorops belizensis,fb,24.799999237060547,NA,NA,NA
13472,cathorops dasycephalus,fb,29,NA,NA,NA
13491,cathorops fuerthii,fb,28,NA,NA,NA
63690,cathorops higuchii,fb,19.200000762939453,NA,NA,NA
13483,cathorops hypophthalmus,fb,35,NA,NA,NA
63691,cathorops kailolae,fb,25.399999618530273,NA,NA,NA
66220,cathorops liropus,fb,19.700000762939453,NA,NA,NA
63492,cathorops manglarensis,fb,19.5,19.5,NA,NA
63325,cathorops mapale,fb,30.600000381469727,NA,NA,NA
51769,cathorops melanopus,fb,23,NA,NA,NA
13492,cathorops multiradiatus,fb,30,NA,NA,NA
60688,cathorops nuchalis,fb,24.469999313354492,NA,NA,NA
960,cathorops spixii,fb,30,NA,20,NA
13495,cathorops steindachneri,fb,36,NA,20,NA
66477,cathorops taylori,fb,28.299999237060547,NA,NA,NA
13502,cathorops tuyra,fb,29,NA,NA,NA
67120,cathorops wayuu,fb,31.399999618530273,NA,NA,NA
12060,catlocarpio siamensis,fb,300,NA,NA,NA
11936,catoprion mento,fb,15,NA,NA,NA
2960,catostomus ardens,fb,65,NA,30,NA
2961,catostomus bernardini,fb,40,NA,NA,NA
67568,catostomus bondi,fb,12.899999618530272,NA,NA,NA
2962,catostomus catostomus,fb,64,NA,22.5,NA
2963,catostomus clarkii,fb,33,NA,NA,NA
2964,catostomus columbianus,fb,30,NA,16,NA
2965,catostomus commersonii,fb,65,NA,40.650001525878906,NA
2966,catostomus discobolus,fb,41,NA,NA,NA
2968,catostomus fumeiventris,fb,50,NA,30.899999618530273,NA
2969,catostomus insignis,fb,80,NA,NA,NA
2970,catostomus latipinnis,fb,56,NA,35,NA
2972,catostomus macrocheilus,fb,61,NA,25,NA
2973,catostomus microps,fb,34,NA,15,NA
2974,catostomus occidentalis,fb,60,NA,35,NA
2975,catostomus platyrhynchus,fb,25,NA,11.25,NA
2976,catostomus plebeius,fb,20,NA,NA,NA
2977,catostomus rimiculus,fb,50,NA,NA,NA
2978,catostomus santaanae,fb,25,NA,11.75,NA
2979,catostomus snyderi,fb,55,NA,37.5,NA
2980,catostomus tahoensis,fb,61,NA,27.5,NA
66156,catostomus tsiltcoosensis,fb,4.420000076293945,NA,NA,NA
65066,catostomus utawana,fb,10,11,NA,NA
2981,catostomus warnerensis,fb,35,NA,2.5,NA
8276,caulolatilus affinis,fb,49.5,NA,45,NA
15707,caulolatilus bermudensis,fb,40.70000076293945,NA,NA,NA
983,caulolatilus chrysops,fb,60,NA,44,NA
984,caulolatilus cyanops,fb,60,NA,30,NA
15706,caulolatilus dooleyi,fb,35,NA,NA,NA
985,caulolatilus guppyi,fb,35,NA,20,NA
11800,caulolatilus hubbsi,fb,36,NA,NA,NA
986,caulolatilus intermedius,fb,60,NA,20,NA
987,caulolatilus microps,fb,90,NA,55,NA
3539,caulolatilus princeps,fb,102,NA,NA,NA
15376,caulolatilus williamsi,fb,46.900001525878906,NA,NA,NA
23253,caulophryne jordani,fb,11,20,NA,NA
58771,caulophryne pelagica,fb,NA,15,NA,NA
16873,caulophryne polynema,fb,1.600000023841858,14.199999809265137,NA,NA
3779,cebidichthys violaceus,fb,76,NA,NA,NA
1704,centracanthus cirrus,fb,34,NA,12,NA
10193,centrarchops chapini,fb,30.700000762939453,NA,25,NA
3363,centrarchus macropterus,fb,29.200000762939453,NA,13,NA
14242,centriscops humerosus,fb,30,NA,NA,NA
11870,centriscus cristatus,fb,30,NA,NA,NA
6510,centriscus scutatus,fb,15,NA,NA,NA
14129,centroberyx affinis,fb,51,NA,NA,NA
56146,centroberyx australis,fb,51,NA,NA,NA
15306,centroberyx druzhinini,fb,23,NA,NA,NA
14131,centroberyx gerrardi,fb,66,NA,NA,NA
14133,centroberyx lineatus,fb,46,NA,NA,NA
10667,centroberyx spinosus,fb,20,NA,NA,NA
7428,centrobranchus andreae,fb,6.5,NA,NA,NA
59760,centrobranchus brevirostris,fb,4,NA,NA,NA
59762,centrobranchus choerocephalus,fb,4,NA,NA,NA
11879,centrobranchus nigroocellatus,fb,5,NA,NA,NA
47646,centrochir crocodili,fb,22.5,NA,NA,NA
47644,centrodoras brachiatus,fb,41,NA,NA,NA
58104,centrodoras hasemani,fb,21,NA,NA,NA
60548,centrodraco abstractum,fb,9.68000030517578,8.970000267028809,NA,NA
