db,spec_code,species,length,valid_name,aphia_id
fb,6828,haplochromis pitmani,5.5,NA,NA
fb,6829,haplochromis placodus,12.800000190734863,NA,NA
fb,6830,haplochromis plagiodon,8.5,NA,NA
fb,6831,haplochromis plagiostoma,14.699999809265137,NA,NA
fb,6832,haplochromis plutonius,9.600000381469728,NA,NA
fb,6833,ctenochromis polli,9.100000381469728,NA,NA
fb,6834,orthochromis polyacanthus,11.800000190734863,NA,NA
fb,6835,haplochromis prodromus,13,NA,NA
fb,6836,haplochromis prognathus,14.100000381469728,NA,NA
fb,6837,haplochromis pseudopellegrini,15,NA,NA
fb,6838,haplochromis ptistes,10.600000381469728,NA,NA
fb,6839,haplochromis pyrrhocephalus,7.300000190734863,NA,NA
fb,6841,haplochromis riponianus,10.399999618530272,NA,NA
fb,6842,haplochromis rudolfianus,5.800000190734863,NA,NA
fb,6843,haplochromis sauvagei,10.5,NA,NA
fb,6844,haplochromis saxicola,12.300000190734863,NA,NA
fb,6845,haplochromis scheffersi,9.349999904632568,NA,NA
fb,6846,haplochromis schubotzi,12.5,NA,NA
fb,6847,haplochromis schubotziellus,7.900000095367432,NA,NA
fb,6848,thoracochromis schwetzi,8.300000190734863,NA,NA
fb,6849,haplochromis serranus,20.5,NA,NA
fb,6850,haplochromis serridens,8,NA,NA
fb,6851,haplochromis simpsoni,11.399999618530272,NA,NA
fb,6852,haplochromis spekii,22,NA,NA
fb,6853,haplochromis squamipinnis,20.200000762939453,NA,NA
fb,6854,haplochromis squamulatus,19.799999237060547,NA,NA
fb,6855,astatotilapia stappersii,15,NA,NA
fb,6856,thoracochromis stigmatogenys,10.5,NA,NA
fb,6857,haplochromis sulphureus,10.899999618530272,NA,NA
fb,6858,astatotilapia swynnertoni,9.5,NA,NA
fb,6859,haplochromis taurinus,14,NA,NA
fb,6860,haplochromis teegelaari,10.100000381469728,NA,NA
fb,6861,haplochromis teunisrasi,9.600000381469728,NA,NA
fb,6862,haplochromis theliodon,9.5,NA,NA
fb,6863,haplochromis thuragnathus,20,NA,NA
fb,6864,orthochromis torrenticola,8.100000381469727,NA,NA
fb,6865,haplochromis tridens,11.899999618530272,NA,NA
fb,6866,haplochromis turkanae,8.600000381469727,NA,NA
fb,6867,astatotilapia tweddlei,9.029999732971191,NA,NA
fb,6868,haplochromis tyrianthinus,10.5,NA,NA
fb,6869,haplochromis velifer,10.800000190734863,NA,NA
fb,6870,haplochromis venator,17.799999237060547,NA,NA
fb,6871,haplochromis vicarius,11,NA,NA
fb,6872,haplochromis victorianus,16.600000381469727,NA,NA
fb,6873,haplochromis vittatus,19.100000381469727,NA,NA
fb,6874,haplochromis welcommei,10.5,NA,NA
fb,6875,thoracochromis wingatii,5.300000190734863,NA,NA
fb,6876,haplochromis worthingtoni,14.100000381469728,NA,NA
fb,6877,haplochromis xenognathus,11.300000190734863,NA,NA
fb,6878,haplochromis xenostoma,20.299999237060547,NA,NA
fb,6879,astatoreochromis straeleni,12,NA,NA
fb,6880,astatoreochromis vanderhorsti,13,NA,NA
fb,6881,chetia mola,13.300000190734863,chetia mola,1012161
fb,6882,chetia welwitschi,14.699999809265137,chetia welwitschi,1026861
fb,6883,chilochromis duponti,22,NA,NA
fb,6885,heterochromis multidens,29.5,NA,NA
fb,6886,haplochromis retrodens,14.399999618530272,NA,NA
fb,6887,haplochromis bicolor,15,NA,NA
fb,6888,cyclopharynx schwetzi,10,NA,NA
fb,6889,haplochromis victoriae,7.599999904632568,NA,NA
fb,6890,haplochromis degeni,15.399999618530272,NA,NA
fb,6891,pseudocrenilabrus philander,8.37,NA,NA
fb,6894,pseudocrenilabrus multicolor,8,NA,NA
fb,6896,pseudocrenilabrus nicholsi,8.5,NA,NA
fb,6897,haplochromis eduardianus,7.900000095367432,NA,NA
fb,6898,schwetzochromis neodon,10.699999809265137,NA,NA
fb,6899,sargochromis coulteri,21.600000381469727,NA,NA
fb,6900,chetia gracilis,11.800000190734863,chetia gracilis,1012110
fb,6901,sargochromis greenwoodi,30,NA,NA
fb,6902,serranochromis janus,35,NA,NA
fb,6903,serranochromis longimanus,30,NA,NA
fb,6904,sargochromis mellandi,20,NA,NA
fb,6905,sargochromis mortimeri,27.700000762939453,NA,NA
fb,6907,serranochromis spei,30.399999618530273,NA,NA
fb,6908,serranochromis stappersi,25.5,NA,NA
fb,6909,sargochromis thysi,19.299999237060547,NA,NA
fb,6910,tristramella sacra,28,NA,NA
fb,6911,tristramella simonis,19.75,NA,NA
fb,6915,haplochromis smithii,22,NA,NA
fb,6916,haplochromis humilis,11.5,NA,NA
fb,6917,hemichromis angolensis,11,hemichromis angolensis,1020929
fb,6918,paratilapia toddi,15,NA,NA
fb,6919,chrysiptera hemicyanea,7,NA,NA
fb,6920,pomacentrus alexanderae,9,NA,NA
fb,6922,neoglyphidodon thoracotaeniatus,13.5,NA,NA
fb,6923,pomachromis richardsoni,7.699999809265136,NA,NA
fb,6925,bodianus oxycephalus,29,NA,NA
fb,6926,choerodon robustus,31.100000381469727,NA,NA
fb,6927,chromis ovatiformes,10,NA,NA
fb,6929,halichoeres melanochir,12.199999809265137,NA,NA
fb,6930,halichoeres tenuispinis,11.899999618530272,NA,NA
fb,6931,naso maculatus,60,NA,NA
fb,6932,naso thynnoides,29,NA,NA
fb,6933,naso minor,23,NA,NA
fb,6934,pseudanthias pascalus,17.399999618530273,NA,NA
fb,6940,plectorhinchus lineatus,50,NA,NA
fb,6944,xanthichthys lineopunctatus,30,NA,NA
fb,6945,pseudanthias cichlops,9.5,NA,NA
fb,6946,myxine australis,60,NA,NA
fb,6947,geotria australis,58.5,NA,NA
fb,6948,bathyraja eatonii,100,NA,NA
fb,6949,bathyraja irrasa,120,NA,NA
fb,6950,bathyraja maccaini,120,NA,NA
fb,6951,bathyraja meridionalis,120,NA,NA
fb,6952,bathyraja murrayi,60,NA,NA
fb,6953,amblyraja georgiana,115,NA,NA
fb,6954,amblyraja taaf,90,NA,NA
fb,6955,halosauropsis macrochir,76,NA,NA
fb,6956,polyacanthonotus challengeri,60,NA,NA
fb,6957,diastobranchus capensis,159.1,NA,NA
fb,6958,histiobranchus bathybius,137,NA,NA
fb,6959,nansenia antarctica,22,NA,NA
fb,6960,bathylagus antarcticus,11.199999809265137,NA,NA
fb,6961,bathylagus gracilis,21.700000762939453,NA,NA
fb,6962,bathylagus tenuis,16,NA,NA
fb,6963,narcetes stomias,57.5,NA,NA
fb,6964,rouleina attrita,48,NA,NA
fb,6965,normichthys yahganorum,16.399999618530273,NA,NA
fb,6966,cyclothone pallida,4.460000038146973,NA,NA
fb,6967,cyclothone pseudopallida,4.115000009536743,NA,NA
fb,6968,argyropelecus hemigymnus,5.099999904632568,NA,NA
fb,6969,sternoptyx pseudodiaphana,6,NA,NA
fb,6970,idiacanthus atlanticus,53,NA,NA
fb,6972,stomias gracilis,26,NA,NA
fb,6973,trigonolampa miriceps,32,NA,NA
fb,6974,benthalbella elongata,35,NA,NA
fb,6975,lagiacrusichthys macropinna,24,NA,NA
fb,6976,scopelosaurus hamiltoni,50,NA,NA
fb,6977,arctozenus risso,30,NA,NA
fb,6978,magnisudis prionosa,55,NA,NA
fb,6979,notolepis annulata,30,NA,NA
fb,6980,notolepis coatsorum,38,NA,NA
fb,6981,ceratoscopelus warmingii,4.800000190734863,NA,NA
fb,6982,diaphus hudsoni,8.399999618530273,NA,NA
fb,6983,diaphus ostenfeldi,12,NA,NA
fb,6984,electrona antarctica,10.5,NA,NA
fb,6985,electrona carlsbergi,9.600000381469728,NA,NA
fb,6986,electrona paucirastra,7,NA,NA
fb,6987,electrona subaspera,12.699999809265137,NA,NA
fb,6988,gymnoscopelus bolini,28,NA,NA
fb,6989,gymnoscopelus braueri,13.599999904632568,NA,NA
fb,6990,gymnoscopelus nicholsi,17.300000190734863,NA,NA
fb,6991,gymnoscopelus opisthopterus,16.200000762939453,NA,NA
fb,6992,gymnoscopelus fraseri,8.800000190734863,NA,NA
fb,6993,gymnoscopelus hintonoides,14,NA,NA
fb,6994,gymnoscopelus microlampas,11.699999809265137,NA,NA
fb,6995,gymnoscopelus piabilis,14.600000381469728,NA,NA
fb,6996,hintonia candens,13,NA,NA
fb,6997,krefftichthys anderssoni,7.249999952316284,NA,NA
fb,6998,lampanyctus achirus,16.200000762939453,NA,NA
fb,6999,lampanyctus ater,12,NA,NA
fb,7000,lampanyctus australis,13.100000381469728,NA,NA
fb,7001,lampanyctus intricarius,20,NA,NA
fb,7002,lampanyctus macdonaldi,16,NA,NA
fb,7003,lampichthys procerus,10,NA,NA
fb,7004,metelectrona ventralis,10.699999809265137,NA,NA
fb,7005,protomyctophum parallelum,5,NA,NA
fb,7006,protomyctophum andriashevi,6,NA,NA
fb,7007,protomyctophum bolini,6.699999809265137,NA,NA
fb,7008,protomyctophum choriodon,9.5,NA,NA
fb,7009,protomyctophum gemmatum,8.600000381469727,NA,NA
fb,7010,protomyctophum luciferum,6.099999904632568,NA,NA
fb,7011,protomyctophum normani,5.599999904632568,NA,NA
fb,7012,protomyctophum tenisoni,5.400000095367432,NA,NA
fb,7013,taaningichthys bathyphilus,7.234999895095825,NA,NA
fb,7014,dieidolycus leptodermatus,16.600000381469727,NA,NA
fb,7015,lycenchelys antarctica,24.799999237060547,NA,NA
fb,7016,lycenchelys aratrirostris,21.899999618530273,NA,NA
fb,7017,lycenchelys argentina,26,NA,NA
fb,7018,lycenchelys bellingshauseni,26.600000381469727,NA,NA
fb,7019,lycenchelys hureaui,26.600000381469727,NA,NA
fb,7020,lycenchelys nanospinata,18.5,NA,NA
fb,7021,lycenchelys nigripalatum,28,NA,NA
fb,7022,lycenchelys tristichodon,30.399999618530273,NA,NA
fb,7023,lycenchelys wilkesi,27.82,NA,NA
fb,7024,lycodapus antarcticus,22.5,NA,NA
fb,7025,lycodapus pachysoma,20,NA,NA
fb,7026,lycodichthys antarcticus,24,NA,NA
fb,7028,melanostigma bathium,11.399999618530272,NA,NA
fb,7029,melanostigma gelatinosum,29,NA,NA
fb,7030,melanostigma vitiazi,17,NA,NA
fb,7031,oidiphorus mcallisteri,11.100000381469728,NA,NA
fb,7032,ophthalmolycus amberensis,35,NA,NA
fb,7033,ophthalmolycus bothriocephalus,18.299999237060547,NA,NA
fb,7034,pachycara brachycephalum,35,NA,NA
fb,7035,seleniolycus laevifasciatus,21,NA,NA
fb,7037,aethotaxis mitopteryx,38,NA,NA
fb,7038,cryothenia peninsulae,17,NA,NA
fb,7039,dissostichus mawsoni,147.5999984741211,NA,NA
fb,7040,gobionotothen acuta,29.6,NA,NA
fb,7041,gobionotothen gibberifrons,40.25,NA,NA
fb,7042,gobionotothen marionensis,20,NA,NA
fb,7043,gvozdarus svetovidovi,100,NA,NA
fb,7045,lepidonotothen squamifrons,48.5,NA,NA
fb,7046,lindbergichthys mizops,14.8,NA,NA
fb,7047,lindbergichthys nudifrons,20.75,NA,NA
fb,7048,nototheniops larseni,23,NA,NA
fb,7049,pagothenia borchgrevinki,22.899999618530273,NA,NA
fb,7050,pagothenia brachysoma,17.200000762939453,NA,NA
fb,7051,paranotothenia magellanica,40.5,NA,NA
fb,7052,patagonotothen brevicauda,23,NA,NA
fb,7053,trematomus bernacchii,27,NA,NA
fb,7054,trematomus eulepidotus,34,NA,NA
fb,7055,trematomus hansoni,39.5,NA,NA
fb,7056,trematomus lepidorhinus,28,NA,NA
fb,7057,trematomus loennbergii,29,NA,NA
fb,7058,trematomus newnesi,20,NA,NA
fb,7059,trematomus nicolai,29.299999237060547,NA,NA
fb,7060,trematomus pennellii,24.199999809265137,NA,NA
fb,7061,trematomus scotti,14.949999809265137,NA,NA
fb,7062,trematomus tokarevi,20.199999809265137,NA,NA
fb,7063,trematomus vicarius,35,NA,NA
fb,7064,artedidraco lonnbergi,11,NA,NA
fb,7065,artedidraco mirus,12.5,NA,NA
fb,7066,artedidraco orianae,15.100000381469728,NA,NA
fb,7067,artedidraco shackletoni,14.600000381469728,NA,NA
fb,7068,artedidraco skottsbergi,10,NA,NA
fb,7069,dolloidraco longedorsalis,13.349999904632568,NA,NA
fb,7070,histiodraco velifer,19.200000762939453,NA,NA
fb,7072,pogonophryne barsukovi,25,NA,NA
fb,7074,pogonophryne dewitti,6.699999809265137,NA,NA
fb,7076,pogonophryne immaculata,25,NA,NA
fb,7077,pogonophryne lanceobarbata,25,NA,NA
fb,7078,pogonophryne macropogon,34,NA,NA
fb,7079,pogonophryne marmorata,21,NA,NA
fb,7082,pogonophryne permitini,21,NA,NA
fb,7084,pogonophryne platypogon,8.050000190734863,NA,NA
fb,7085,pogonophryne scotti,31,NA,NA
fb,7087,pogonophryne ventrimaculata,26,NA,NA
fb,7089,harpagifer antarcticus,9.5,NA,NA
fb,7090,harpagifer georgianus,7,NA,NA
fb,7091,harpagifer kerguelensis,8.199999809265137,NA,NA
fb,7092,harpagifer spinosus,8,NA,NA
fb,7093,akarotaxis nudiceps,13,NA,NA
fb,7094,bathydraco antarcticus,24,NA,NA
fb,7095,bathydraco joannae,20,NA,NA
fb,7096,bathydraco macrolepis,25,NA,NA
fb,7097,bathydraco marri,23,NA,NA
fb,7098,bathydraco scotiae,17,NA,NA
fb,7099,cygnodraco mawsoni,41,NA,NA
fb,7100,gerlachea australis,24,NA,NA
fb,7101,gymnodraco acuticeps,34,NA,NA
fb,7102,parachaenichthys charcoti,42,NA,NA
fb,7103,parachaenichthys georgianus,59,NA,NA
fb,7104,prionodraco evansii,12.5,NA,NA
fb,7105,psilodraco breviceps,20,NA,NA
fb,7106,racovitzia glacialis,24,NA,NA
fb,7107,vomeridens infuscipinnis,22,NA,NA
fb,7108,chionobathyscus dewitti,60,NA,NA
fb,7109,chionodraco hamatus,45.60000038146973,NA,NA
fb,7110,chionodraco myersi,38.5,NA,NA
fb,7111,cryodraco antarcticus,42.39999961853027,NA,NA
fb,7112,dacodraco hunteri,29,NA,NA
fb,7113,neopagetopsis ionah,56,NA,NA
fb,7114,pagetopsis macropterus,33,NA,NA
fb,7115,pagetopsis maculata,25,NA,NA
fb,7116,helcogrammoides antarcticus,5.900000095367432,NA,NA
fb,7117,paradiplospinus gracilis,52,NA,NA
fb,7118,icichthys australis,81,NA,NA
fb,7119,achiropsetta tricholepis,39,NA,NA
fb,7121,mancopsetta maculata,42.5,NA,NA
fb,7122,neoachiropsetta milfordi,57,NA,NA
fb,7123,pseudomancopsetta andriashevi,14.199999809265137,NA,NA
fb,7124,muraenolepis marmorata,40,NA,NA
fb,7125,notomuraenobathys microcephalus,30,NA,NA
fb,7126,muraenolepis microps,35,NA,NA
fb,7127,muraenolepis orangiensis,30,NA,NA
fb,7128,guttigadus kongi,15.300000190734863,NA,NA
fb,7130,melanonus gracilis,18.700000762939453,NA,NA
fb,7131,coelorinchus fasciatus,50,NA,NA
fb,7132,coelorinchus marinii,38,NA,NA
fb,7133,coryphaenoides ferrieri,60,NA,NA
fb,7134,coryphaenoides lecointei,60,NA,NA
fb,7136,cynomacrurus piriei,50,NA,NA
fb,7137,macrourus carinatus,71,NA,NA
fb,7138,macrourus holotrachys,80,NA,NA
fb,7139,macrourus whitsoni,75,NA,NA
fb,7140,holcomycteronus brucei,30.700000762939453,NA,NA
fb,7141,echiodon cryomargarites,41,NA,NA
fb,7142,ceratias tentaculatus,64,NA,NA
fb,7143,oneirodes notius,15.88,NA,NA
fb,7144,melanocetus rossi,12.490000095367431,NA,NA
fb,7145,lampris immaculatus,110,NA,NA
fb,7146,melamphaes microps,9.600000381469728,NA,NA
fb,7147,sio nordenskjoldii,12.300000190734863,NA,NA
fb,7148,gyrinomimus andriashevi,23.200000762939453,NA,NA
fb,7149,gyrinomimus grahami,31,NA,NA
fb,7150,notocetichthys trunovi,10.899999618530272,NA,NA
fb,7151,pseudocyttus maculatus,50.64999961853027,NA,NA
fb,7152,zanclorhynchus spinifer,40,NA,NA
fb,7168,paraliparis leucogaster,10.61,NA,NA
fb,7169,paraliparis leucoglossus,11.06,NA,NA
fb,7170,paraliparis mawsoni,15.899999618530272,NA,NA
fb,7171,paraliparis meganchus,21.700000762939453,NA,NA
fb,7172,paraliparis monoporus,23.600000381469727,NA,NA
fb,7173,paraliparis neelovi,27,NA,NA
fb,7174,paraliparis operculosus,12.600000381469728,NA,NA
fb,7175,paraliparis somovi,20.700000762939453,NA,NA
fb,7176,paraliparis stehmanni,19.5,NA,NA
fb,7177,edentoliparis terraenovae,7.099999904632568,NA,NA
fb,7178,paraliparis tetrapteryx,14.199999809265137,NA,NA
fb,7179,paraliparis thalassobathyalis,13.5,NA,NA
fb,7180,paraliparis trilobodon,10.399999618530272,NA,NA
fb,7181,paraliparis valentinae,24,NA,NA
fb,7183,coris picta,19.799999237060547,NA,NA
fb,7184,anomalops katoptron,25,NA,NA
fb,7185,photoblepharon palpebratum,11,NA,NA
fb,7186,dentatherina merceri,5,NA,NA
fb,7187,arothron manilensis,31,NA,NA
fb,7188,arothron immaculatus,19.9,NA,NA
fb,7189,coryphaenoides filicauda,40,NA,NA
fb,7190,siokunichthys herrei,7.599999904632568,NA,NA
fb,7191,siokunichthys breviceps,15,NA,NA
fb,7192,siokunichthys nigrolineatus,8,NA,NA
fb,7193,siokunichthys southwelli,4.300000190734863,NA,NA
fb,7194,siokunichthys bentuviai,6.099999904632568,NA,NA
fb,7195,amblyeleotris steinitzi,10.5,NA,NA
fb,7196,amblyeleotris wheeleri,9,NA,NA
fb,7197,amblygobius decussatus,8,NA,NA
fb,7198,amblygobius phalaena,11.199999904632568,NA,NA
fb,7199,amblygobius sphynx,10.399999618530272,NA,NA
fb,7200,asterropteryx semipunctata,5.049999952316284,NA,NA
fb,7201,bathygobius fuscus,10,NA,NA
fb,7202,bathygobius cocosensis,9,NA,NA
fb,7203,bryaninops amplus,4.549999952316284,NA,NA
fb,7204,bryaninops erythrops,2.299999952316284,NA,NA
fb,7205,bryaninops natans,2.5,NA,NA
fb,7206,callogobius maculipinnis,6.900000095367432,NA,NA
fb,7207,callogobius okinawae,5.75,NA,NA
fb,7208,cryptocentrus cinctus,8.75,NA,NA
fb,7209,cryptocentrus strigilliceps,12,NA,NA
fb,7210,ctenogobiops pomastictus,7.549999952316284,NA,NA
fb,7211,ctenogobiops tangaroai,6.200000047683716,NA,NA
fb,7212,discordipinna griessingeri,2.950000047683716,NA,NA
fb,7213,eviota bifasciata,3.5,NA,NA
fb,7214,eviota nigriventris,3,NA,NA
fb,7215,fusigobius neophytus,7,NA,NA
fb,7216,gobiodon histrio,3.5,NA,NA
fb,7217,gobiodon okinawae,3.5,NA,NA
fb,7218,oplopomus oplopomus,8,NA,NA
fb,7219,paragobiodon echinocephalus,4,NA,NA
fb,7220,paragobiodon xanthosoma,4,NA,NA
fb,7221,priolepis cincta,7,NA,NA
fb,7222,trimma okinawae,3.5,NA,NA
fb,7223,trimma striatum,3,NA,NA
fb,7224,valenciennea helsdingenii,22.649999618530273,NA,NA
fb,7225,valenciennea longipinnis,18,NA,NA
fb,7226,valenciennea muralis,12.25,NA,NA
fb,7227,valenciennea sexguttata,13,NA,NA
fb,7228,acentrogobius nebulosus,18,NA,NA
fb,7229,amblyeleotris fasciata,7.599999904632568,NA,NA
fb,7230,amblyeleotris fontanesii,22.5,NA,NA
fb,7231,amblyeleotris periophthalma,10,NA,NA
fb,7232,amblyeleotris randalli,11.5,NA,NA
fb,7233,cryptocentroides insignis,7.300000190734863,NA,NA
fb,7235,cryptocentrus octofasciatus,4.5,NA,NA
fb,7237,ctenogobiops aurocingulus,8.400000095367432,NA,NA
fb,7238,ctenogobiops feroculus,8,NA,NA
fb,7239,lotilia graciliosa,4.5,NA,NA
fb,7240,mahidolia mystacina,8,NA,NA
fb,7241,vanderhorstia ambanoro,12,NA,NA
fb,7242,koumansetta hectori,7,NA,NA
fb,7243,amblygobius nocturnus,8.5,NA,NA
fb,7244,oplopomops diacanthus,7.5,NA,NA
fb,7245,signigobius biocellatus,10,NA,NA
fb,7246,valenciennea puellaris,14,NA,NA
fb,7247,asterropteryx ensifera,3,NA,NA
fb,7248,austrolethops wardi,6,NA,NA
fb,7249,bathygobius cotticeps,11,NA,NA
fb,7250,bryaninops ridens,1.7799999713897705,NA,NA
fb,7251,bryaninops yongei,3.5,NA,NA
fb,7252,cabillus tongarevae,2.700000047683716,NA,NA
fb,7253,callogobius bauchotae,3.299999952316284,NA,NA
fb,7254,callogobius centrolepis,4,NA,NA
fb,7255,callogobius hasseltii,7.300000190734863,NA,NA
fb,7256,callogobius plumatus,3.900000095367432,NA,NA
fb,7257,callogobius sclateri,5.75,NA,NA
fb,7258,eviota afelei,1.7999999523162842,NA,NA
fb,7259,eviota albolineata,3.5999999046325684,NA,NA
fb,7260,eviota cometa,2.5,NA,NA
fb,7261,eviota distigma,2,NA,NA
fb,7262,eviota fasciola,2.5,NA,NA
fb,7263,eviota herrei,1.399999976158142,NA,NA
fb,7264,eviota infulata,2.5,NA,NA
fb,7265,eviota lachdeberei,2.0999999046325684,NA,NA
fb,7266,eviota latifasciata,1.5,NA,NA
fb,7267,eviota melasma,3,NA,NA
fb,7268,eviota nebulosa,1.899999976158142,NA,NA
fb,7269,eviota pellucida,2.119999885559082,NA,NA
fb,7270,eviota prasina,3.0999999046325684,NA,NA
fb,7271,eviota prasites,3,NA,NA
fb,7272,eviota punctulata,2.069999933242798,NA,NA
fb,7273,eviota queenslandica,2.4000000953674316,NA,NA
fb,7274,eviota saipanensis,2.5999999046325684,NA,NA
fb,7275,eviota sebreei,2.5,NA,NA
fb,7276,eviota sigillata,2.5,NA,NA
fb,7277,harpagifer bispinis,9.449999809265137,NA,NA
fb,7278,harpagifer palliolatus,9.300000190734863,NA,NA
fb,7279,sinobatis borneensis,39.900001525878906,NA,NA
fb,7280,sinobatis melanosoma,59,NA,NA
fb,7281,ateleopus japonicus,78.85000038146973,NA,NA
fb,7282,bryaninops tigris,2.75,NA,NA
fb,7283,uropterygius concolor,50,NA,NA
fb,7284,gymnothorax melatremus,30,NA,NA
fb,7285,gymnothorax monochrous,80,NA,NA
fb,7286,uropterygius fuscoguttatus,30,NA,NA
fb,7287,uropterygius xanthopterus,62,NA,NA
fb,7288,scolecenchelys gymnota,38,NA,NA
fb,7289,scolecenchelys macroptera,25,NA,NA
fb,7290,muraenichthys schultzei,24,NA,NA
fb,7291,ophichthus cephalozona,115,NA,NA
fb,7292,synodus binotatus,14.449999809265137,NA,NA
fb,7293,antennarius commerson,45,NA,NA
fb,7294,antennatus dorehensis,14,NA,NA
fb,7295,antennarius randalli,6.299999952316284,NA,NA
fb,7296,antennatus rosaceus,5.800000190734863,NA,NA
fb,7297,brotula multibarbata,100,NA,NA
fb,7298,symbolophorus boops,16,NA,NA
fb,7299,brosmophyciops pautzkei,7.5,NA,NA
fb,7300,dinematichthys iluocoeteoides,12,NA,NA
fb,7301,pomadasys striatus,15.75,NA,NA
fb,7302,atherion elymus,6.4,NA,NA
fb,7303,stenatherina panatela,11,NA,NA
fb,7304,atopochilus vogti,12.600000381469728,NA,NA
fb,7305,myripristis hexagona,20,NA,NA
fb,7306,myripristis kuntee,19.550000190734863,NA,NA
fb,7307,chiloglanis brevibarbis,6.099999904632568,chiloglanis brevibarbis,1014810
fb,7308,myripristis pralinia,18.5,NA,NA
fb,7309,myripristis violacea,20.5,NA,NA
fb,7310,neoniphon argenteus,18.6,NA,NA
fb,7311,sargocentron tiereoides,17,NA,NA
fb,7312,solenostomus paradoxus,11.5,NA,NA
fb,7313,scorpaenodes albaiensis,12,NA,NA
fb,7314,scorpaenodes scaber,12,NA,NA
fb,7315,grammistops ocellatus,13.199999809265137,NA,NA
fb,7316,liopropoma pallidum,6.400000095367432,NA,NA
fb,7317,gymnapistes marmoratus,18,NA,NA
fb,7318,liopropoma susumi,9.050000190734863,NA,NA
fb,7319,plectropomus oligacanthus,48.5,NA,NA
fb,7320,pseudogramma polyacantha,8.100000190734864,NA,NA
fb,7321,pseudanthias rubrizonatus,12,NA,NA
fb,7322,plectranthias longimanus,3.549999952316284,NA,NA
fb,7323,pseudochromis marshallensis,8,NA,NA
fb,7324,thorichthys aureus,15,NA,NA
fb,7325,parachromis friedrichsthalii,28,NA,NA
fb,7326,atractosteus tropicus,91.9,NA,NA
fb,7327,balistes capriscus,46,NA,NA
fb,7328,apocryptodon madurensis,9,NA,NA
fb,7329,epinephelus awoara,47.14999961853027,NA,NA
fb,7330,diplectrum radiale,22,NA,NA
fb,7331,epinephelus bilobatus,33,NA,NA
fb,7332,stellifer colonensis,15,NA,NA
fb,7333,epinephelus bleekeri,60.14999961853027,NA,NA
fb,7334,albula nemoptera,42.75,NA,NA
fb,7335,epinephelus bruneus,128,NA,NA
fb,7336,epinephelus chabaudi,137,NA,NA
fb,7337,epinephelus chlorocephalus,17.050000190734863,NA,NA
fb,7338,epinephelus daemelii,200,NA,NA
fb,7339,hyporthodus darwinensis,57.75,NA,NA
fb,7340,epinephelus diacanthus,49.39999961853027,NA,NA
fb,7341,epinephelus epistictus,60.8,NA,NA
fb,7342,hyporthodus ergastularius,157,NA,NA
fb,7343,epinephelus erythrurus,45,NA,NA
fb,7344,epinephelus faveatus,32,NA,NA
fb,7345,epinephelus flavocaeruleus,85,NA,NA
fb,7346,epinephelus gabriellae,52,NA,NA
fb,7347,epinephelus heniochus,35,NA,NA
fb,7348,epinephelus howlandi,40,NA,NA
fb,7349,epinephelus indistinctus,80,NA,NA
fb,7350,epinephelus latifasciatus,117.4,NA,NA
fb,7351,epinephelus lebretonianus,25,NA,NA
fb,7352,epinephelus longispinis,40.099998474121094,NA,NA
fb,7353,epinephelus miliaris,48,NA,NA
fb,7354,epinephelus multinotatus,90,NA,NA
fb,7355,hyporthodus octofasciatus,130,NA,NA
fb,7356,hyporthodus perplexus,51.25,NA,NA
fb,7357,epinephelus poecilonotus,65,NA,NA
fb,7358,epinephelus polylepis,67.5,NA,NA
fb,7359,epinephelus posteli,100,NA,NA
fb,7360,epinephelus radiatus,50.6,NA,NA
fb,7361,epinephelus retouti,50,NA,NA
fb,7362,epinephelus socialis,52,NA,NA
fb,7363,epinephelus stictus,33,NA,NA
fb,7364,epinephelus stoliczkae,38,NA,NA
fb,7365,epinephelus suborbitalis,118,NA,NA
fb,7366,epinephelus summana,41.29999923706055,NA,NA
fb,7367,epinephelus timorensis,26.5,NA,NA
fb,7368,epinephelus trimaculatus,49.5,NA,NA
fb,7369,epinephelus trophis,13.75,NA,NA
fb,7370,epinephelus tuamotuensis,66,NA,NA
fb,7371,epinephelus undulatostriatus,61,NA,NA
fb,7372,plectropomus laevis,108.5,NA,NA
fb,7373,plectropomus punctatus,96,NA,NA
fb,7374,saloptia powelli,39,NA,NA
fb,7375,triso dermopterus,68,NA,NA
fb,7376,plesiobatis daviesi,270,NA,NA
fb,7379,anableps anableps,27.6,NA,NA
fb,7380,anableps microlepis,32,NA,NA
fb,7381,dasyatis brevis,187,NA,NA
fb,7383,sigmops elongatus,18.5,NA,NA
fb,7384,cyclothone atraria,5.324999809265137,NA,NA
fb,7385,vinciguerria nimbaria,5.320000171661377,NA,NA
fb,7386,argyripnus brocki,8.899999618530273,NA,NA
fb,7387,argyripnus ephippiatus,8.899999618530273,NA,NA
fb,7388,danaphos oculatus,5.699999809265137,NA,NA
fb,7389,sternoptyx diaphana,3.7850000858306885,NA,NA
fb,7390,polyipnus nuttingi,8.300000190734863,NA,NA
fb,7392,argyropelecus sladeni,4.3,NA,NA
fb,7393,epinephelus irroratus,34,NA,NA
fb,7394,astronesthes lucifer,11.949999809265137,NA,NA
fb,7395,melanostomias valdiviae,24.100000381469727,NA,NA
fb,7397,opisthoproctus soleatus,7.569999933242798,NA,NA
fb,7398,synodus kaianus,25.75,NA,NA
fb,7399,synodus ulae,24.700000762939453,NA,NA
